Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U)
346,Beldum,,374,,206,49,13,5,12,66.7,8.0,8.0,Take Down,,,"2020-05-17 12:57","2020-05-17 12:57",5/17/2020,,,0,1,1,0,40.20%,2450,94.19%,67800,89,Metang,,2,8.82%,3735,93.74%,70934,217,Metagross,,1
347,Camerupt,,323,♀,915,95,14,10,13,82.2,15.0,15.0,,,,"2020-05-17 12:57","2020-05-17 12:57",5/17/2020,,,0,0,1,0,61.49%,1578,95.21%,48900,45,Camerupt,,0,96.26%,154,95.57%,246400,268,Camerupt,,0
348,Trapinch,,328,♂,529,73,11,14,14,86.7,15.0,15.0,,,,"2020-05-17 12:56","2020-05-17 12:56",5/17/2020,,,0,0,1,0,67.28%,1341,95.89%,21400,145,Flygon,,0,86.96%,535,96.73%,190400,315,Flygon,,0
349,Bagon,,371,♂,480,73,13,12,14,86.7,15.0,15.0,,,,"2020-05-17 12:56","2020-05-17 12:56",5/17/2020,,,0,0,1,0,27.99%,2950,93.64%,60400,79,Shelgon,,0,50.72%,2019,95.83%,41900,164,Salamence,,0
350,Mudkip,,258,♂,903,111,6,4,11,46.7,34.0,34.0,,,,"2020-05-17 12:56","2020-05-17 12:56",5/17/2020,,,0,0,2,0,58.75%,1690,95.47%,22000,51,Marshtomp,,0,39.27%,2488,85.91%,102000,159,Marshtomp,,0
351,Shroomish,,285,♂,479,101,11,9,4,53.3,23.0,23.0,,,,"2020-05-17 12:56","2020-05-17 12:56",5/17/2020,,,0,0,1,0,66.20%,1385,84.81%,208000,232,Shroomish,,0,51.31%,1995,93.09%,208000,282,Breloom,,0
352,Manectric,,310,♀,982,96,14,11,14,86.7,15.0,15.0,,,,"2020-05-17 12:56","2020-05-17 12:56",5/17/2020,,,0,0,1,0,20.83%,3243,93.06%,35400,33,Manectric,,0,97.17%,117,96.10%,246400,268,Manectric,,0
353,Shinx,,403,♂,356,72,13,11,12,80.0,15.0,15.0,,,,"2020-05-17 12:56","2020-05-17 12:56",5/17/2020,,,0,0,1,0,65.35%,1420,95.38%,14200,139,Luxray,,0,50.23%,2039,95.94%,118400,231,Luxray,,0
354,Makuhita,,296,♂,345,105,6,2,11,42.2,18.0,18.0,,,,"2020-05-17 12:56","2020-05-17 12:56",5/17/2020,,,0,0,1,0,73.99%,1066,96.07%,11900,60,Hariyama,,0,28.67%,2922,94.85%,196400,252,Hariyama,,0
355,Ferroseed,,597,♂,523,82,14,14,11,86.7,20.0,20.0,,,,"2020-05-17 12:55","2020-05-17 12:55",5/17/2020,,,0,0,1,0,55.68%,1816,95.07%,17000,66,Ferrothorn,,0,98.58%,59,97.06%,225000,298,Ferrothorn,,0
356,Snorlax,,143,♂,1416,182,1,11,2,31.1,17.0,17.0,Zen Headbutt,Heavy Slam,,"2020-05-17 12:34","2020-05-17 12:34",3/3/2020,485.9kg,2m,0,0,3,0,98.85%,48,98.52%,4400,4,Snorlax,,0,95.97%,166,98.41%,88800,78,Snorlax,,0
357,Kadabra,,64,♂,1493,85,4,12,0,35.6,28.5,28.5,Confusion,Dazzling Gleam,,"2020-05-17 12:24","2020-05-17 12:24",5/1/2020,,,0,0,0,0,62.17%,1550,95.09%,0,0,Kadabra,,0,,,,,,,,
358,Treecko,,252,♂,539,74,9,2,2,28.9,21.0,21.0,,,,"2020-05-17 09:42","2020-05-17 09:42",5/17/2020,,,0,0,2,0,45.69%,2225,94.45%,0,125,Sceptile,,0,24.49%,3093,94.69%,220000,369,Sceptile,,0
359,Tauros,,128,♂,1834,128,9,11,7,60.0,26.0,26.0,Tackle,Horn Attack,,"2020-05-17 09:11","2020-05-17 09:11",4/6/2020,,,0,0,0,0,,,,,,,,,73.75%,1076,96.02%,186000,214,Tauros,,0
360,Gengar,,94,♀,1463,98,4,7,15,57.8,19.0,19.0,Shadow Claw,Focus Blast,,"2020-05-17 08:48","2020-05-17 08:48",5/4/2020,,,0,0,0,0,36.56%,2599,94.30%,0,0,Gengar,,0,,,,,,,,
361,Tentacruel,,73,♂,1449,122,11,13,6,66.7,22.0,22.0,Acid,Blizzard,,"2020-05-17 08:28","2020-05-17 08:28",5/5/2020,,,0,0,3,0,38.73%,2510,94.48%,3000,3,Tentacruel,,0,79.19%,853,92.13%,214000,238,Tentacruel,,0
362,Alakazam,,65,♂,1279,81,15,11,11,82.2,15.0,15.0,Psycho Cut,Futuresight,,"2020-05-17 08:20","2020-05-17 08:20",5/5/2020,,,0,0,0,0,65.10%,1430,95.59%,9800,10,Alakazam,,0,14.95%,3484,94.44%,86400,78,Alakazam,,0
363,Alakazam,,65,♂,1442,87,4,5,9,40.0,18.0,18.0,Confusion,Shadow Ball,,"2020-05-17 08:20","2020-05-17 08:20",4/25/2020,,,0,0,3,0,74.09%,1062,96.04%,2200,2,Alakazam,,0,62.00%,1557,96.31%,106400,94,Alakazam,,0
364,Alakazam,,65,,1552,91,13,13,15,91.1,18.0,18.0,Confusion,Shadow Ball,,"2020-05-17 08:20","2020-05-17 08:20",4/25/2020,,,0,0,0,0,,,,,,,,,23.74%,3124,94.86%,69900,62,Alakazam,,0
365,Alakazam,,65,♂,1556,89,8,10,7,55.6,19.0,19.0,Psycho Cut,Shadow Ball,,"2020-05-17 08:20","2020-05-17 08:20",4/25/2020,,,0,0,0,0,,,,,,,,,63.30%,1504,96.35%,90000,78,Alakazam,,0
366,Alakazam,,65,♂,1748,96,13,5,11,64.4,21.0,21.0,Confusion,Shadow Ball,,"2020-05-17 08:20","2020-05-17 08:20",4/25/2020,80.35kg,2.04m,0,0,0,3000,,,,,,,,,37.73%,2551,95.42%,70000,62,Alakazam,,0
367,Alakazam,,65,♂,1749,96,6,14,11,68.9,21.0,21.0,Confusion,Shadow Ball,,"2020-05-17 08:19","2020-05-17 08:19",4/25/2020,,,0,0,0,0,,,,,,,,,92.60%,304,97.93%,70000,62,Alakazam,,0
368,Alakazam,,65,♂,1860,96,12,4,4,44.4,23.0,23.0,Confusion,Shadow Ball,,"2020-05-17 08:19","2020-05-17 08:19",4/25/2020,,,0,0,0,0,,,,,,,,,13.21%,3555,94.34%,74000,64,Alakazam,,0
369,Alakazam,,65,,2229,108,13,13,13,86.7,26.0,26.0,Psycho Cut,Futuresight,,"2020-05-17 08:19","2020-05-17 08:19",5/3/2020,,,1,0,3,0,,,,,,,,,67.72%,1323,96.52%,13000,24,Alakazam,,0
370,Venomoth,,49,♂,1491,122,9,11,4,53.3,27.0,27.0,Infestation,Bug Buzz,,"2020-05-17 08:00","2020-05-17 08:00",5/2/2020,,,0,0,0,0,57.17%,1755,94.80%,0,0,Venomoth,,0,,,,,,,,
371,Squirtle,,7,♂,492,81,11,5,10,57.8,20.0,20.0,,,,"2020-05-17 07:46","2020-05-17 07:46",5/7/2020,,,0,0,1,0,56.87%,1767,95.05%,14000,138,Blastoise,,0,68.86%,1276,91.11%,225000,373,Blastoise,,0
372,Poochyena,,261,♂,448,86,5,7,14,57.8,27.0,27.0,,,,"2020-05-17 07:39","2020-05-17 07:39",5/17/2020,,,0,0,1,0,70.01%,1229,96.26%,23000,70,Mightyena,,0,61.98%,1558,88.87%,178000,256,Mightyena,,0
373,Nosepass,,299,♂,88,26,6,15,1,48.9,4.0,4.0,,,,"2020-05-16 22:41","2020-05-16 22:41",1/4/2020,,,0,0,4,0,74.68%,1038,95.74%,99400,150,Probopass,,0,31.87%,2791,86.28%,268400,348,Probopass,,0
374,Panpour,,515,♂,596,95,10,15,12,82.2,23.0,23.0,,,,"2020-05-16 18:40","2020-05-16 18:40",5/16/2020,,,0,0,2,0,92.28%,317,97.22%,0,50,Simipour,,0,97.48%,104,96.47%,208000,282,Simipour,,0
375,Hariyama,,297,♂,1176,163,13,10,14,82.2,15.0,15.0,Bullet Punch,Superpower,,"2020-05-16 16:20","2020-05-16 16:20",5/16/2020,,,0,0,4,0,66.50%,1373,95.68%,16400,16,Hariyama,,0,40.56%,2435,95.36%,137400,126,Hariyama,,0
376,Slakoth,,287,♂,787,116,12,9,4,55.6,30.0,30.0,,,,"2020-05-16 09:33","2020-05-16 09:33",5/15/2020,,,0,0,1,0,67.77%,1321,85.83%,150000,182,Slakoth,,0,65.86%,1399,89.34%,150000,207,Vigoroth,,0
377,Mudkip,,258,♂,570,82,15,0,1,35.6,20.0,20.0,,,,"2020-05-16 09:33","2020-05-16 09:33",5/15/2020,,,0,0,1,0,0.20%,4088,90.79%,130000,147,Marshtomp,,0,0.32%,4083,92.99%,109000,223,Swampert,,0
378,Aron,,304,♂,588,80,8,13,10,68.9,17.0,17.0,,,,"2020-05-15 20:33","2020-05-15 20:33",5/15/2020,,,0,0,2,0,42.98%,2336,94.53%,4400,129,Aggron,,0,,,,,,,,
379,Lairon,,305,♂,849,86,11,13,12,80.0,15.0,15.0,,,,"2020-05-15 20:32","2020-05-15 20:32",5/15/2020,,,0,0,1,0,86.23%,565,96.84%,12000,112,Aggron,,0,59.95%,1641,96.22%,96400,186,Aggron,,0
380,Sableye,,302,♂,607,80,0,2,9,24.4,17.0,17.0,,,,"2020-05-15 20:32","2020-05-15 20:32",5/15/2020,,,0,0,1,0,7.94%,3771,79.16%,238800,260,Sableye,,0,7.94%,3771,79.16%,238800,260,Sableye,,0
381,Aron,,304,♂,557,79,10,8,12,66.7,16.0,16.0,,,,"2020-05-15 20:32","2020-05-15 20:32",5/15/2020,,,0,0,1,0,44.30%,2282,94.59%,8200,133,Aggron,,0,,,,,,,,
382,Mudkip,,258,♂,450,76,6,6,7,42.2,16.0,16.0,,,,"2020-05-15 20:32","2020-05-15 20:32",5/15/2020,,,0,0,1,0,69.08%,1267,95.69%,12600,137,Swampert,,0,41.10%,2413,95.78%,133600,247,Swampert,,0
383,Tangela,,114,♂,1252,105,13,12,14,86.7,20.0,20.0,,,,"2020-05-15 20:32","2020-05-15 20:32",5/15/2020,,,0,0,1,0,21.64%,3210,93.25%,20500,19,Tangela,,0,13.14%,3558,94.55%,65000,158,Tangrowth,,0
384,Cherrim,,421,♀,1499,125,13,12,10,77.8,26.5,26.5,Razor Leaf,Dazzling Gleam,,"2020-05-15 20:07","2020-05-15 20:07",3/17/2020,8.07kg,0.47m,0,0,0,0,69.60%,1246,95.90%,0,0,Cherrim,,0,,,,,,,,
385,Machop,,66,♂,494,95,12,1,13,57.8,15.0,15.0,,,,"2020-05-15 13:31","2020-05-15 13:31",5/15/2020,,,0,0,1,0,25.15%,3066,93.84%,12000,137,Machamp,,0,23.30%,3142,94.70%,101400,215,Machamp,,0
386,Chikorita,,152,♂,536,85,6,12,5,51.1,23.0,23.0,,,,"2020-05-15 13:30","2020-05-15 13:30",5/15/2020,,,0,0,5,0,76.70%,955,96.26%,3500,128,Meganium,,0,52.72%,1937,89.14%,208000,357,Meganium,,0
387,Snubbull,,209,♂,737,104,5,7,5,37.8,24.0,24.0,,,,"2020-05-15 13:30","2020-05-15 13:30",5/15/2020,,,0,0,1,0,30.40%,2851,80.82%,201000,226,Snubbull,,0,29.26%,2898,88.17%,201000,276,Granbull,,0
388,Swinub,,220,♂,433,100,0,0,8,17.8,27.0,27.0,,,,"2020-05-15 11:41","2020-05-15 11:41",5/15/2020,,,0,0,1,0,1.32%,4042,66.89%,178000,206,Swinub,,0,67.13%,1347,96.07%,23000,145,Mamoswine,,0
389,Misdreavus,,200,♀,959,92,7,0,0,15.6,20.0,20.0,,,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,1,0,27.13%,2985,93.42%,14000,113,Mismagius,,0,1.68%,4027,85.06%,225000,348,Mismagius,,0
390,Skarmory,,227,♀,1595,121,8,5,6,42.2,29.0,29.0,Steel Wing,Flash Cannon,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,1,0,,,,,,,,,37.19%,2573,87.15%,160000,190,Skarmory,,0
391,Xatu,,178,♂,1450,116,8,5,12,55.6,25.0,25.0,Feint Attack,Ominous Wind,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,0,0,45.42%,2236,94.62%,4000,3,Xatu,,0,61.83%,1564,89.32%,194000,220,Xatu,,0
392,Dunsparce,,206,♀,1475,171,14,15,4,73.3,33.0,33.0,Astonish,Drill Run,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,0,0,52.87%,1931,94.29%,14000,16,Dunsparce,,0,94.53%,225,94.59%,116000,150,Dunsparce,,0
393,Sunkern,,191,♂,258,78,13,7,15,77.8,25.0,25.0,,,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,2,0,11.89%,3609,92.73%,0,50,Sunflora,,0,90.35%,396,93.72%,194000,270,Sunflora,,0
394,Dunsparce,,206,♀,1423,171,15,7,5,60.0,32.0,32.0,Astonish,Dig,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,1,0,14.97%,3483,92.08%,40000,44,Dunsparce,,0,75.80%,992,90.41%,128000,162,Dunsparce,,0
395,Totodile,,158,♂,546,81,15,7,6,62.2,18.0,18.0,,,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,2,0,18.85%,3324,93.56%,4400,129,Feraligatr,,0,4.69%,3904,93.93%,125400,239,Feraligatr,,0
396,Misdreavus,,200,♀,1531,118,9,9,7,55.6,30.0,30.0,,,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,1,0,,,,,,,,,63.74%,1486,94.40%,150000,282,Mismagius,,0
397,Misdreavus,,200,♀,1219,108,4,13,11,62.2,24.0,24.0,,,,"2020-05-15 11:39","2020-05-15 11:39",5/15/2020,,,0,0,1,0,96.46%,146,98.13%,46000,40,Misdreavus,,0,84.81%,623,96.35%,201000,326,Mismagius,,0
398,Spinarak,,167,♂,634,93,10,10,8,62.2,30.0,30.0,,,,"2020-05-15 11:39","2020-05-15 11:39",5/15/2020,,,0,0,1,0,35.53%,2641,94.33%,34000,82,Ariados,,0,76.75%,953,90.48%,150000,232,Ariados,,0
399,Swinub,,220,♂,431,98,7,3,13,51.1,24.0,24.0,,,,"2020-05-15 11:39","2020-05-15 11:39",5/15/2020,,,0,0,2,0,24.91%,3076,93.77%,0,25,Piloswine,,0,43.71%,2306,95.17%,32000,153,Mamoswine,,0
400,Totodile,,158,♂,519,79,5,6,0,24.4,19.0,19.0,,,,"2020-05-15 11:39","2020-05-15 11:39",5/15/2020,,,0,0,2,0,18.19%,3351,93.52%,5000,129,Feraligatr,,0,,,,,,,,
401,Machop,,66,♀,906,124,12,7,7,57.8,27.0,27.0,,,,"2020-05-15 11:39","2020-05-15 11:39",5/15/2020,,,0,0,1,0,45.03%,2252,94.76%,4500,29,Machoke,,0,17.17%,3393,94.41%,28000,149,Machamp,,0
402,Totodile,,158,♂,553,86,1,11,7,42.2,20.0,20.0,,,,"2020-05-15 09:41","2020-05-15 09:41",5/14/2020,,,0,0,5,0,89.30%,439,97.30%,0,125,Feraligatr,,0,,,,,,,,
403,Machop,,66,♀,604,104,8,9,13,66.7,18.0,18.0,,,,"2020-05-14 22:05","2020-05-14 22:05",5/14/2020,,,0,0,5,0,86.40%,558,96.93%,0,125,Machamp,,0,65.30%,1422,96.41%,84400,199,Machamp,,0
404,Machop,,66,♂,632,107,10,5,13,62.2,19.0,19.0,,,,"2020-05-14 22:04","2020-05-14 22:04",5/14/2020,,,0,0,2,0,50.89%,2012,95.01%,56500,75,Machoke,,0,27.35%,2976,94.89%,80000,195,Machamp,,0
405,Machop,,66,♂,1054,135,8,15,12,77.8,31.0,31.0,,,,"2020-05-14 22:04","2020-05-14 22:04",5/14/2020,,,0,0,2,0,95.95%,167,94.10%,140000,174,Machop,,0,94.92%,209,94.57%,140000,199,Machoke,,0
406,Machop,,66,♂,1001,131,6,13,8,60.0,30.0,30.0,,,,"2020-05-14 22:04","2020-05-14 22:04",5/14/2020,,,0,0,5,0,78.83%,868,89.01%,150000,182,Machop,,0,75.85%,990,96.85%,5000,129,Machamp,,0
407,Sudowoodo,,185,♀,1621,129,12,13,15,88.9,27.0,27.0,Counter,Earthquake,,"2020-05-14 21:34","2020-05-14 21:34",5/14/2020,,,0,0,1,0,,,,,,,,,98.85%,48,97.32%,178000,206,Sudowoodo,,0
408,Umbreon,,197,♂,1164,132,12,12,6,66.7,20.0,20.0,,,,"2020-05-14 21:09","2020-05-14 21:09",5/14/2020,,,0,0,0,0,22.83%,3161,92.88%,35000,31,Umbreon,,0,83.49%,677,93.00%,225000,248,Umbreon,,0
409,Totodile,,158,♀,634,88,14,7,7,62.2,21.0,21.0,,,,"2020-05-14 21:05","2020-05-14 21:05",5/14/2020,,,0,0,1,0,10.38%,3671,92.43%,118000,135,Croconaw,,0,18.02%,3358,94.86%,118000,235,Feraligatr,,0
410,Misdreavus,,200,♀,1382,111,7,15,6,62.2,27.0,27.0,Hex,Ominous Wind,,"2020-05-14 21:05","2020-05-14 21:05",5/14/2020,,,0,0,1,0,53.77%,1894,95.19%,18000,16,Misdreavus,,0,76.92%,946,95.65%,178000,306,Mismagius,,0
411,Teddiursa,,216,♀,1062,124,4,10,13,60.0,32.0,32.0,,,,"2020-05-14 21:05","2020-05-14 21:05",5/14/2020,,,0,0,1,0,69.45%,1252,87.36%,128000,162,Teddiursa,,0,76.04%,982,97.13%,12000,62,Ursaring,,0
412,Swinub,,220,♂,474,98,8,2,5,33.3,27.0,27.0,,,,"2020-05-14 21:04","2020-05-14 21:04",5/14/2020,,,0,0,2,0,17.53%,3378,73.63%,178000,206,Swinub,,0,26.03%,3030,94.45%,13500,137,Mamoswine,,0
413,Totodile,,158,♀,898,107,14,9,12,77.8,29.0,29.0,,,,"2020-05-14 21:04","2020-05-14 21:04",5/14/2020,,,0,0,1,0,,,,,,,,,16.85%,3406,94.80%,38000,159,Feraligatr,,0
414,Beldum,,374,,540,77,14,14,10,84.4,20.0,20.0,,,,"2020-05-14 21:04","2020-05-14 21:04",5/14/2020,,,0,0,1,0,52.80%,1934,94.84%,103000,117,Metang,,0,80.29%,808,96.97%,20500,144,Metagross,,0
415,Mareep,,179,♀,685,102,9,12,1,48.9,27.0,27.0,,,,"2020-05-14 21:04","2020-05-14 21:04",5/14/2020,,,0,0,1,0,57.00%,1762,88.55%,178000,231,Flaaffy,,0,50.65%,2022,96.25%,98000,223,Ampharos,,0
416,Cyndaquil,,155,♂,445,69,7,3,1,24.4,19.0,19.0,,,,"2020-05-14 21:03","2020-05-14 21:03",5/14/2020,,,0,0,2,0,32.65%,2759,93.95%,5000,129,Typhlosion,,0,19.44%,3300,94.68%,174000,299,Typhlosion,,0
417,Swinub,,220,♀,499,96,12,1,0,28.9,28.0,28.0,,,,"2020-05-14 21:03","2020-05-14 21:03",5/14/2020,,,0,0,2,0,14.51%,3502,72.86%,169000,198,Swinub,,0,5.40%,3875,93.12%,4500,129,Mamoswine,,0
418,Totodile,,158,♀,417,73,2,1,0,6.7,16.0,16.0,,,,"2020-05-14 21:03","2020-05-14 21:03",5/14/2020,,,0,0,1,0,81.49%,759,96.70%,22600,145,Feraligatr,,0,20.61%,3252,94.98%,232600,374,Feraligatr,,0
419,Eevee,,133,♂,435,82,10,13,14,82.2,15.0,15.0,,,,"2020-05-14 21:01","2020-05-14 21:01",5/14/2020,,,0,0,0,0,96.41%,148,97.79%,7600,33,Espeon,,0,,,,,,,,
420,Machop,,66,♂,547,96,12,10,8,66.7,16.0,16.0,,,,"2020-05-14 21:01","2020-05-14 21:01",5/8/2020,,,0,0,2,0,39.32%,2486,94.46%,64600,83,Machoke,,0,9.16%,3721,93.91%,87600,203,Machamp,,0
421,Cyndaquil,,155,♂,410,72,6,0,14,44.4,17.0,17.0,,,,"2020-05-14 11:02","2020-05-14 11:02",5/13/2020,,,0,0,1,0,44.71%,2265,94.50%,11300,135,Typhlosion,,0,42.83%,2342,95.62%,158800,277,Typhlosion,,0
422,Dunsparce,,206,♀,1484,179,13,9,13,77.8,34.0,34.0,Astonish,Dig,,"2020-05-14 11:02","2020-05-14 11:02",5/13/2020,,,0,0,3,0,48.13%,2125,94.07%,7000,8,Dunsparce,,0,,,,,,,,
423,Misdreavus,,200,♀,1265,109,10,12,13,77.8,24.0,24.0,,,,"2020-05-14 11:02","2020-05-14 11:02",5/13/2020,,,0,0,1,0,35.43%,2645,94.23%,32000,28,Misdreavus,,0,92.45%,310,97.13%,181000,296,Mismagius,,0
424,Skarmory,,227,♀,623,76,11,6,9,57.8,11.0,11.0,,,,"2020-05-14 11:02","2020-05-14 11:02",5/13/2020,,,0,0,5,0,14.43%,3505,93.01%,72000,70,Skarmory,,0,68.42%,1294,90.55%,258000,284,Skarmory,,0
425,Totodile,,158,♀,858,105,11,6,9,57.8,29.0,29.0,,,,"2020-05-14 11:02","2020-05-14 11:02",5/13/2020,,,0,0,1,0,17.97%,3360,92.97%,72000,97,Croconaw,,0,36.63%,2596,95.63%,65000,189,Feraligatr,,0
426,Totodile,,158,♂,930,109,15,13,15,95.6,29.0,29.0,,,,"2020-05-14 11:02","2020-05-14 11:02",5/13/2020,,,0,0,1,0,44.18%,2287,94.37%,20000,41,Croconaw,,0,52.16%,1960,96.22%,26000,147,Feraligatr,,0
427,Machop,,66,♂,644,104,12,9,7,62.2,19.0,19.0,,,,"2020-05-13 23:55","2020-05-13 23:55",5/9/2020,,,0,0,2,0,14.58%,3499,93.08%,52000,71,Machoke,,0,43.27%,2324,95.55%,80000,195,Machamp,,0
428,Machop,,66,♂,936,125,12,12,9,73.3,27.0,27.0,,,,"2020-05-13 23:54","2020-05-13 23:54",5/13/2020,,,0,0,2,0,91.87%,334,92.41%,178000,206,Machop,,0,45.35%,2239,95.64%,23000,145,Machamp,,0
429,Machop,,66,♂,1017,130,15,15,13,95.6,28.0,28.0,,,,"2020-05-13 23:51","2020-05-13 23:51",5/11/2020,,,0,0,2,0,99.95%,3,99.32%,169000,198,Machop,,0,33.33%,2731,95.16%,4500,129,Machamp,,0
430,Sunflora,,192,♀,1495,126,8,15,5,62.2,26.0,26.0,Razor Leaf,Sludge Bomb,,"2020-05-13 22:05","2020-05-13 22:05",2/18/2020,,,0,0,0,0,79.41%,844,96.24%,0,0,Sunflora,,0,,,,,,,,
431,Skarmory,,227,♀,1718,130,11,3,15,64.4,30.0,30.0,Steel Wing,Brave Bird,,"2020-05-13 21:41","2020-05-13 21:41",5/13/2020,41.07kg,1.4m,0,0,0,5000,,,,,,,,,83.79%,665,92.69%,150000,182,Skarmory,,0
432,Skarmory,,227,♂,1578,124,9,4,13,57.8,28.0,28.0,Air Slash,Flash Cannon,,"2020-05-13 21:41","2020-05-13 21:41",5/13/2020,41.58kg,1.57m,0,0,1,4500,,,,,,,,,74.11%,1061,91.27%,169000,198,Skarmory,,0
433,Misdreavus,,200,♂,1523,121,12,6,14,71.1,29.0,29.0,,,,"2020-05-13 21:40","2020-05-13 21:40",5/13/2020,,,0,0,1,0,,,,,,,,,92.97%,289,97.21%,150000,275,Mismagius,,0
434,Cyndaquil,,155,♂,700,92,0,8,8,35.6,30.0,30.0,,,,"2020-05-13 21:40","2020-05-13 21:40",5/13/2020,,,0,0,1,0,25.89%,3036,91.99%,150000,207,Quilava,,0,90.57%,387,97.68%,94000,229,Typhlosion,,0
435,Hitmontop,,237,♂,1458,98,10,10,10,66.7,25.0,25.0,Counter,Close Combat,,"2020-05-13 21:40","2020-05-13 21:40",5/13/2020,60.33kg,1.38m,0,0,3,4000,59.00%,1680,95.14%,4000,3,Hitmontop,,0,82.98%,698,91.98%,194000,220,Hitmontop,,0
436,Milotic,,350,♀,1398,128,2,3,11,35.6,18.0,18.0,Waterfall,Blizzard,,"2020-05-13 20:05","2020-05-13 20:05",4/26/2020,,,0,0,3,0,71.26%,1178,95.86%,4400,4,Milotic,,0,,,,,,,,
437,Teddiursa,,216,♀,1068,121,5,13,8,57.8,32.0,32.0,,,,"2020-05-13 13:09","2020-05-13 13:09",5/13/2020,,,0,0,2,0,71.94%,1150,87.78%,128000,162,Teddiursa,,0,85.67%,588,97.62%,12000,62,Ursaring,,0
438,Feebas,,349,♀,134,57,10,12,11,73.3,20.0,20.0,,,,"2020-05-13 13:09","2020-05-13 13:09",5/13/2020,,,0,0,1,0,84.05%,654,81.62%,225000,248,Feebas,,0,61.34%,1584,96.53%,80000,170,Milotic,,0
439,Totodile,,158,♂,565,86,2,14,7,51.1,20.0,20.0,,,,"2020-05-13 13:07","2020-05-13 13:07",5/13/2020,,,0,0,1,0,85.05%,613,96.81%,178000,207,Croconaw,,0,94.63%,221,98.38%,161000,285,Feraligatr,,0
440,Murkrow,,198,♀,803,95,13,10,9,71.1,19.0,19.0,,,,"2020-05-13 13:07","2020-05-13 13:07",5/13/2020,1.97kg,0.48m,0,0,2,2500,43.91%,2298,94.35%,5000,104,Honchkrow,,0,,,,,,,,
441,Totodile,,158,♂,645,93,15,3,15,73.3,21.0,21.0,,,,"2020-05-13 13:06","2020-05-13 13:06",5/13/2020,,,0,0,1,0,12.11%,3600,92.57%,104000,119,Croconaw,,0,18.12%,3354,94.86%,104000,219,Feraligatr,,0
442,Ursaring,,217,♂,1436,122,11,7,10,62.2,18.0,18.0,Metal Claw,Play Rough,,"2020-05-13 13:06","2020-05-13 13:06",5/13/2020,,,0,0,3,0,26.28%,3020,93.62%,2200,2,Ursaring,,0,,,,,,,,
443,Cyndaquil,,155,♂,726,97,0,10,15,55.6,30.0,30.0,,,,"2020-05-13 13:06","2020-05-13 13:06",5/13/2020,,,0,0,1,0,96.83%,131,97.84%,150000,207,Quilava,,0,99.66%,15,99.14%,70000,199,Typhlosion,,0
444,Totodile,,158,♂,540,81,8,7,3,40.0,19.0,19.0,,,,"2020-05-13 13:06","2020-05-13 13:06",5/13/2020,,,0,0,2,0,10.65%,3660,92.97%,2500,127,Feraligatr,,0,,,,,,,,
445,Noctowl,,164,♀,1264,147,10,15,6,68.9,23.0,23.0,,,,"2020-05-13 13:05","2020-05-13 13:05",5/13/2020,,,0,0,4,0,46.79%,2180,94.66%,30000,26,Noctowl,,0,87.84%,499,93.29%,208000,232,Noctowl,,0
446,Chikorita,,152,♂,543,88,8,14,13,77.8,22.0,22.0,,,,"2020-05-13 13:05","2020-05-13 13:05",5/13/2020,,,0,0,2,0,64.00%,1475,95.59%,3000,128,Meganium,,0,92.80%,296,94.55%,214000,363,Meganium,,0
447,Sudowoodo,,185,♀,1712,129,6,12,4,48.9,31.0,31.0,Counter,Rock Slide,,"2020-05-13 13:05","2020-05-13 13:05",5/13/2020,,,0,0,0,0,,,,,,,,,49.72%,2060,88.47%,140000,174,Sudowoodo,,0
448,Totodile,,158,♂,578,88,4,4,7,33.3,21.0,21.0,,,,"2020-05-13 13:04","2020-05-13 13:04",5/11/2020,7.69kg,0.59m,0,0,1,3000,61.83%,1564,95.27%,200000,239,Croconaw,,0,72.75%,1117,97.06%,173000,303,Feraligatr,,0
449,Skarmory,,227,♂,1537,123,7,12,15,75.6,27.0,27.0,Steel Wing,Flash Cannon,,"2020-05-10 22:01","2020-05-10 22:01",5/10/2020,53.56kg,1.81m,0,0,1,4500,,,,,,,,,90.06%,408,93.91%,178000,206,Skarmory,,0
450,Dunsparce,,206,♀,1502,179,10,15,11,80.0,35.0,35.0,Astonish,Rock Slide,,"2020-05-10 22:01","2020-05-10 22:01",5/10/2020,19.39kg,1.7m,0,0,1,8000,,,,,,,,,95.65%,179,95.04%,88000,118,Dunsparce,,0
