Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U)
Mawile,,303,?,1138,98,14,13,11,84.4,25,25,Astonish,Iron Head,,2020-35-18 13:35,2020-35-18 13:35,5/18/2020,,,0,0,1,0,71.06%,1186,94.23%,114000,112,Mawile,,0,96.73%,135,94.87%,194000,220,Mawile,,0
Mawile,,303,?,403,59,12,12,13,82.2,9,9,Bite,Play Rough,,2020-53-28 19:53,2020-53-28 19:53,1/13/2020,13.36kg,0.61m,0,0,0,1000,79.68%,833,94.87%,190000,190,Mawile,,0,96.51%,144,94.74%,262000,288,Mawile,,0
Aron,,304,?,916,100,12,9,10,68.9,26,26,,,,2020-57-19 20:57,2020-57-19 20:57,5/19/2020,,,0,0,2,0,32.53%,2764,93.63%,4000,29,Lairon,,0,,,,,,,,
Aron,,304,?,664,87,4,10,10,53.3,20,20,,,,2020-37-18 13:37,2020-37-18 13:37,5/18/2020,,,0,0,1,0,93.36%,273,97.24%,56000,75,Lairon,,0,66.45%,1375,96.51%,103000,217,Aggron,,0
Aron,,304,?,665,84,6,12,4,48.9,20,20,,,,2020-51-18 09:51,2020-51-18 09:51,5/18/2020,,,0,0,1,0,77.73%,913,95.96%,56000,75,Lairon,,0,55.70%,1815,96.05%,109000,223,Aggron,,0
Aron,,304,?,635,82,7,10,5,48.9,19,19,,,,2020-15-17 19:15,2020-15-17 19:15,5/17/2020,,,0,0,1,0,38.29%,2528,93.92%,56500,75,Lairon,,0,48.91%,2093,95.77%,108000,221,Aggron,,0
Aron,,304,?,930,100,11,15,11,82.2,26,26,,,,2020-41-17 15:41,2020-41-17 15:41,5/17/2020,,,0,0,2,0,39.34%,2485,93.97%,0,25,Lairon,,0,,,,,,,,
Aron,,304,?,1057,107,13,15,12,88.9,29,29,,,,2020-41-17 15:41,2020-41-17 15:41,5/17/2020,,,0,0,2,0,98.66%,56,96.07%,160000,190,Aron,,0,42.91%,2339,95.51%,5000,129,Aggron,,0
Aron,,304,?,999,103,15,15,12,93.3,27,27,,,,2020-41-17 15:41,2020-41-17 15:41,5/17/2020,,,0,0,1,0,99.54%,20,97.50%,178000,206,Aron,,0,12.58%,3581,94.07%,18000,141,Aggron,,0
Aron,,304,?,1014,101,15,15,6,80,28,28,,,,2020-58-17 12:58,2020-58-17 12:58,5/17/2020,,,0,0,0,0,96.19%,157,94.17%,169000,198,Aron,,0,5.37%,3876,93.52%,14000,137,Aggron,,0
Aron,,304,?,588,80,8,13,10,68.9,17,17,,,,2020-33-15 20:33,2020-33-15 20:33,5/15/2020,,,0,0,2,0,42.98%,2336,94.53%,4400,129,Aggron,,0,,,,,,,,
Aron,,304,?,557,79,10,8,12,66.7,16,16,,,,2020-32-15 20:32,2020-32-15 20:32,5/15/2020,,,0,0,1,0,44.30%,2282,94.59%,8200,133,Aggron,,0,,,,,,,,
Aron,,304,?,878,100,4,15,10,64.4,26,26,,,,2020-25-01 19:25,2020-25-01 19:25,5/1/2020,,,0,0,1,0,90.87%,375,96.96%,12500,37,Lairon,,0,87.30%,521,97.53%,58000,177,Aggron,,0
Aron,,304,?,571,77,13,13,8,75.6,16,16,,,,2020-52-01 12:52,2020-52-01 12:52,4/27/2020,,,0,0,2,0,71.16%,1182,95.89%,8200,133,Aggron,,0,30.26%,2857,94.97%,92600,207,Aggron,,0
Aron,,304,?,687,87,15,7,13,77.8,19,19,,,,2020-49-01 12:49,2020-49-01 12:49,4/28/2020,,,0,0,1,0,28.23%,2940,93.40%,44000,63,Lairon,,0,16.00%,3441,94.29%,75000,191,Aggron,,0
Aron,,304,?,840,96,8,6,8,48.9,25,25,Tackle,Iron Head,,2020-37-06 12:37,2020-37-06 12:37,4/6/2020,74.17kg,0.46m,0,0,1,4000,46.64%,2186,94.33%,20500,43,Lairon,,0,60.02%,1638,96.23%,72000,189,Aggron,,0
Lairon,,305,?,849,86,11,13,12,80,15,15,,,,2020-32-15 20:32,2020-32-15 20:32,5/15/2020,,,0,0,1,0,86.23%,565,96.84%,12000,112,Aggron,,0,59.95%,1641,96.22%,96400,186,Aggron,,0
Lairon,,305,?,1517,113,13,10,8,68.9,27,27,Iron Tail,Heavy Slam,,2020-46-28 14:46,2020-46-28 14:46,3/4/2020,133.56kg,0.87m,0,0,1,4500,,,,,,,,,40.63%,2432,95.42%,33000,128,Aggron,,0
Lairon,,305,?,1460,113,9,4,8,46.7,27,27,Iron Tail,Body Slam,,2020-46-28 14:46,2020-46-28 14:46,4/19/2020,117.8kg,0.96m,0,0,3,4500,39.29%,2487,93.97%,4500,4,Lairon,,0,20.07%,3274,94.48%,50000,144,Aggron,,0
Lairon,,305,?,1433,113,15,5,15,77.8,25,25,Iron Tail,Rock Slide,,2020-46-28 14:46,2020-46-28 14:46,3/1/2020,,,0,0,3,0,26.50%,3011,93.30%,8000,6,Lairon,,0,15.75%,3451,94.27%,39000,134,Aggron,,0
Electrike,,309,?,481,76,10,9,11,66.7,19,19,Quick Attack,Swift,,7/28/2020 19:07,7/28/2020 19:07,3/22/2020,14.34kg,0.55m,0,0,0,2500,60.63%,1613,94.92%,25500,73,Manectric,,0,79.88%,825,91.78%,230000,302,Manectric,,0
Manectric,,310,?,982,96,14,11,14,86.7,15,15,,,,2020-56-17 12:56,2020-56-17 12:56,5/17/2020,,,0,0,1,0,20.83%,3243,93.06%,35400,33,Manectric,,0,97.17%,117,96.10%,246400,268,Manectric,,0
Plusle,,311,?,1427,120,6,15,10,68.9,30,30,Quick Attack,Grass Knot,,2020-15-17 19:15,2020-15-17 19:15,5/17/2020,,,0,0,0,0,90.35%,396,97.23%,34000,32,Plusle,,0,88.08%,489,92.22%,150000,182,Plusle,,0
Minun,,312,?,806,90,15,14,9,84.4,17,17,Quick Attack,Discharge,,2020-29-28 19:29,2020-29-28 19:29,3/3/2020,3.73kg,0.38m,0,0,0,2200,29.43%,2891,93.11%,122800,110,Minun,,0,97.61%,99,95.69%,238800,260,Minun,,0
Volbeat,,313,?,1003,105,15,14,13,93.3,20,20,Struggle Bug,Signal Beam,,2020-50-01 12:50,2020-50-01 12:50,4/28/2020,7.98kg,0.65m,0,0,0,2500,11.58%,3622,92.43%,70000,62,Volbeat,,0,99.83%,8,98.74%,225000,248,Volbeat,,0
Volbeat,,313,?,1097,114,0,7,8,33.3,25,25,Tackle,Thunderbolt,,2020-36-29 14:36,2020-36-29 14:36,4/24/2020,25.26kg,0.85m,0,0,0,4000,90.13%,405,97.04%,156000,166,Volbeat,,0,17.88%,3364,83.42%,194000,220,Volbeat,,0
Volbeat,,313,?,1187,116,5,9,8,48.9,26,26,Struggle Bug,Bug Buzz,,2020-36-29 14:36,2020-36-29 14:36,4/25/2020,12.04kg,0.6m,0,0,0,4000,69.65%,1244,95.65%,106000,106,Volbeat,,0,49.16%,2083,87.33%,186000,214,Volbeat,,0
Illumise,,314,?,990,105,13,13,14,88.9,20,20,Struggle Bug,Dazzling Gleam,,2020-52-01 12:52,2020-52-01 12:52,4/26/2020,16.22kg,0.64m,0,0,1,2500,62.91%,1520,95.26%,80000,70,Illumise,,0,98.71%,54,96.95%,225000,248,Illumise,,0
Illumise,,314,?,985,109,0,10,12,48.9,22,22,Struggle Bug,Bug Buzz,,2020-37-29 14:37,2020-37-29 14:37,4/26/2020,20.39kg,0.68m,0,0,1,3000,99.49%,22,98.73%,158000,160,Illumise,,0,43.96%,2296,86.75%,214000,238,Illumise,,0
Illumise,,314,?,1113,112,3,7,6,35.6,25,25,Struggle Bug,Silver Wind,,2020-37-29 14:37,2020-37-29 14:37,4/25/2020,24.65kg,0.72m,0,0,1,4000,65.47%,1415,95.42%,138000,142,Illumise,,0,21.10%,3232,83.90%,194000,220,Illumise,,0
Roselia,,315,?,1062,89,6,8,6,44.4,22,22,,,,2020-47-01 12:47,2020-47-01 12:47,4/29/2020,,,0,0,0,0,65.89%,1398,95.85%,86000,76,Roselia,,0,55.38%,1828,96.40%,105000,196,Roserade,,0
Gulpin,,316,?,597,134,4,2,15,46.7,29,29,,,,2020-57-17 12:57,2020-57-17 12:57,5/17/2020,,,0,0,2,0,73.58%,1083,96.28%,5000,54,Swalot,,0,30.16%,2861,85.96%,160000,240,Swalot,,0
Gulpin,,316,?,557,120,5,14,5,53.3,26,26,,,,2020-57-17 12:57,2020-57-17 12:57,5/17/2020,,,0,0,1,0,85.45%,597,97.11%,26000,74,Swalot,,0,58.12%,1716,89.07%,186000,264,Swalot,,0
Gulpin,,316,?,621,122,11,15,4,66.7,27,27,,,,2020-53-01 12:53,2020-53-01 12:53,4/26/2020,5.48kg,0.28m,0,0,2,4500,26.03%,3030,93.53%,4500,54,Swalot,,0,85.42%,598,92.78%,178000,256,Swalot,,0
Carvanha,,318,?,572,83,5,6,0,24.4,24,24,,,,2020-41-17 15:41,2020-41-17 15:41,5/17/2020,,,0,0,1,0,18.97%,3319,92.69%,23000,70,Sharpedo,,0,13.55%,3541,80.17%,201000,276,Sharpedo,,0
Carvanha,,318,?,746,92,10,13,3,57.8,28,28,,,,2020-39-17 15:39,2020-39-17 15:39,5/17/2020,,,0,0,1,0,78.05%,900,85.41%,169000,198,Carvanha,,0,75.80%,992,90.18%,169000,248,Sharpedo,,0
Carvanha,,318,?,561,87,8,4,8,44.4,23,23,,,,2020-39-17 15:39,2020-39-17 15:39,5/17/2020,,,0,0,1,0,24.66%,3086,93.03%,26000,72,Sharpedo,,0,32.48%,2766,83.43%,208000,282,Sharpedo,,0
Wailmer,,320,?,785,172,10,11,11,71.1,20,20,Water Gun,Heavy Slam,,2020-37-10 16:37,2020-37-10 16:37,4/10/2020,179.46kg,2.11m,0,0,1,2500,56.26%,1792,94.67%,24000,422,Wailord,,0,83.61%,672,92.24%,225000,648,Wailord,,0
Camerupt,,323,?,915,95,14,10,13,82.2,15,15,,,,2020-57-17 12:57,2020-57-17 12:57,5/17/2020,,,0,0,1,0,61.49%,1578,95.21%,48900,45,Camerupt,,0,96.26%,154,95.57%,246400,268,Camerupt,,0
Spoink,,325,?,591,92,2,6,9,37.8,18,18,Zen Headbutt,Psybeam,,9/6/2020 16:09,9/6/2020 16:09,4/6/2020,20.77kg,0.69m,0,0,0,2200,80.20%,812,96.40%,36900,83,Grumpig,,0,25.49%,3052,86.14%,234400,306,Grumpig,,0
Spoink,,325,?,645,97,7,2,13,48.9,19,19,Splash,Shadow Ball,,3/28/2020 19:03,3/28/2020 19:03,3/27/2020,30.91kg,0.79m,0,0,0,2500,71.65%,1162,95.89%,29000,76,Grumpig,,0,47.52%,2150,88.46%,230000,302,Grumpig,,0
Trapinch,,328,?,529,73,11,14,14,86.7,15,15,,,,2020-56-17 12:56,2020-56-17 12:56,5/17/2020,,,0,0,1,0,67.28%,1341,95.89%,21400,145,Flygon,,0,86.96%,535,96.73%,190400,315,Flygon,,0
Cacnea,,331,?,415,71,4,10,12,57.8,13,13,Poison Sting,Seed Bomb,,2020-13-28 19:13,2020-13-28 19:13,3/17/2020,70.7kg,0.48m,0,0,0,1600,90.55%,388,97.05%,55300,103,Cacturne,,0,72.16%,1141,90.42%,252800,326,Cacturne,,0
Swablu,,333,?,563,95,5,4,5,31.1,29,29,,,,2020-58-17 12:58,2020-58-17 12:58,5/17/2020,,,0,0,2,0,66.50%,1373,95.45%,5000,404,Altaria,,0,14.75%,3492,84.21%,160000,590,Altaria,,0
Swablu,,333,?,557,99,1,10,10,46.7,29,29,,,,2020-32-09 04:32,2020-32-09 04:32,5/8/2020,,,0,0,5,0,98.83%,49,98.40%,5000,404,Altaria,,0,32.82%,2752,86.61%,160000,590,Altaria,,0
Swablu,,333,?,557,99,0,6,8,31.1,30,30,,,,2020-31-09 04:31,2020-31-09 04:31,5/8/2020,,,0,0,5,0,94.58%,223,97.48%,0,400,Altaria,,0,12.45%,3586,83.81%,150000,582,Altaria,,0
Swablu,,333,?,593,96,11,5,8,53.3,28,28,,,,2020-35-05 13:35,2020-35-05 13:35,5/5/2020,,,0,0,2,0,42.27%,2365,94.07%,0,400,Altaria,,0,62.86%,1522,89.91%,169000,598,Altaria,,0
Swablu,,333,?,581,97,11,13,15,86.7,26,26,Astonish,Aerial Ace,,2020-45-29 00:45,2020-45-29 00:45,2/28/2020,1.57kg,0.47m,0,0,2,4000,81.10%,775,96.36%,8000,408,Altaria,,0,,,,,,,,
Seviper,,336,?,1598,129,9,15,6,66.7,28,28,,,,9/19/2020 12:09,9/19/2020 12:09,5/19/2020,,,0,0,1,0,,,,,,,,,86.84%,540,92.65%,169000,198,Seviper,,0
Seviper,,336,?,1473,128,13,12,15,88.9,25,25,Poison Jab,Poison Fang,,2020-38-18 13:38,2020-38-18 13:38,5/18/2020,,,0,0,0,0,35.75%,2632,94.29%,0,0,Seviper,,0,98.49%,63,96.82%,194000,220,Seviper,,0
Seviper,,336,?,1543,132,13,5,14,71.1,27,27,Iron Tail,Wrap,,2020-15-17 19:15,2020-15-17 19:15,5/17/2020,,,0,0,1,0,,,,,,,,,77.44%,925,91.00%,178000,206,Seviper,,0
Seviper,,336,?,1318,124,4,6,14,53.3,24,24,Poison Jab,Crunch,,2020-39-17 15:39,2020-39-17 15:39,5/17/2020,,,0,0,1,0,69.50%,1250,95.86%,23000,20,Seviper,,0,52.80%,1934,87.79%,201000,226,Seviper,,0
Seviper,,336,?,1477,128,8,11,12,68.9,26,26,Poison Jab,Crunch,,2020-52-26 07:52,2020-52-26 07:52,4/17/2020,53.01kg,2.95m,0,0,0,4000,51.16%,2001,94.98%,0,0,Seviper,,0,,,,,,,,
Solrock,,338,,1176,123,7,13,5,55.6,19,19,Rock Throw,Solar Beam,,2020-55-31 06:55,2020-55-31 06:55,3/29/2020,191.6kg,1.22m,0,0,0,2500,61.88%,1562,95.09%,29000,26,Solrock,,0,66.64%,1367,90.38%,230000,252,Solrock,,0
Solrock,,338,,1468,133,13,15,2,66.7,23,23,Rock Throw,Solar Beam,,3/28/2020 19:03,3/28/2020 19:03,3/27/2020,117.13kg,1.02m,0,0,3,3500,63.59%,1492,95.17%,3500,3,Solrock,,0,,,,,,,,
Solrock,,338,,1346,132,15,13,12,88.9,20.5,20.5,Confusion,Psychic,,2020-32-11 13:32,2020-32-11 13:32,1/28/2020,95.95kg,0.97m,0,0,0,2500,19.27%,3307,93.00%,11500,11,Solrock,,0,99.10%,38,97.68%,222500,246,Solrock,,0
Barboach,,339,?,551,103,7,11,15,73.3,26,26,,,,2020-57-20 07:57,2020-57-20 07:57,5/15/2020,,,0,0,2,0,54.73%,1855,94.95%,4000,54,Whiscash,,0,86.20%,566,92.74%,186000,264,Whiscash,,0
Barboach,,339,?,549,104,2,14,13,64.4,27,27,,,,2020-36-18 13:36,2020-36-18 13:36,5/18/2020,,,0,0,2,0,98.34%,69,98.41%,4500,54,Whiscash,,0,73.24%,1097,90.68%,178000,256,Whiscash,,0
Corphish,,341,?,547,71,15,4,5,53.3,17,17,Rock Smash,Vise Grip,,2020-43-28 19:43,2020-43-28 19:43,1/25/2020,13.81kg,0.67m,0,0,0,2200,11.53%,3624,92.98%,27800,75,Crawdaunt,,0,45.74%,2223,87.60%,238800,310,Crawdaunt,,0
Baltoy,,343,,385,75,12,12,14,84.4,18,18,Confusion,Psybeam,,2020-38-28 22:38,2020-38-28 22:38,3/28/2020,,,0,0,0,0,33.31%,2732,93.74%,56400,100,Claydol,,0,97.56%,101,96.14%,234400,306,Claydol,,0
Lileep,,345,?,701,105,10,15,12,82.2,20,20,Infestation,Mirror Coat,,2020-24-21 11:24,2020-24-21 11:24,4/20/2020,16.57kg,0.84m,0,0,0,2500,74.48%,1046,96.30%,27500,75,Cradily,,0,95.78%,174,95.86%,225000,298,Cradily,,0
Lileep,,345,?,699,104,15,14,15,97.8,19,19,Acid,Ancient Power,,2020-41-28 19:41,2020-41-28 19:41,1/28/2020,5.21kg,0.66m,0,0,0,2500,32.58%,2762,94.09%,25500,73,Cradily,,0,99.95%,3,99.52%,230000,302,Cradily,,0
Feebas,,349,?,134,57,10,12,11,73.3,20,20,,,,9/13/2020 13:09,9/13/2020 13:09,5/13/2020,,,0,0,1,0,84.05%,654,81.62%,225000,248,Feebas,,0,61.34%,1584,96.53%,80000,170,Milotic,,0
Feebas,,349,?,170,59,15,5,6,57.8,24,24,,,,2020-52-01 12:52,2020-52-01 12:52,4/27/2020,,,0,0,1,0,82.34%,724,80.89%,201000,226,Feebas,,0,10.89%,3650,94.19%,56000,148,Milotic,,0
Feebas,,349,?,108,53,11,5,15,68.9,16,16,,,,2020-54-26 19:54,2020-54-26 19:54,4/26/2020,,,0,0,1,0,41.83%,2383,94.43%,8200,108,Milotic,,0,,,,,,,,
Feebas,,349,?,111,49,11,1,3,33.3,18,18,,,,2020-14-25 23:14,2020-14-25 23:14,4/25/2020,,,0,0,1,0,3.22%,3964,91.66%,2200,102,Milotic,,0,,,,,,,,
Feebas,,349,?,175,64,12,6,9,60,26,26,,,,2020-13-25 23:13,2020-13-25 23:13,4/25/2020,,,0,0,1,0,78.53%,880,79.43%,186000,214,Feebas,,0,29.26%,2898,95.16%,46000,140,Milotic,,0
Feebas,,349,?,160,59,8,10,0,40,27,27,,,,10/25/2020 23:10,10/25/2020 23:10,4/25/2020,,,0,0,1,0,42.17%,2369,67.75%,178000,206,Feebas,,0,41.47%,2398,95.69%,62000,156,Milotic,,0
Feebas,,349,?,103,51,10,13,15,84.4,15,15,,,,9/25/2020 23:09,9/25/2020 23:09,4/25/2020,,,0,0,1,0,30.96%,2828,93.89%,9800,110,Milotic,,0,28.38%,2934,95.11%,91400,182,Milotic,,0
Milotic,,350,?,1398,128,2,3,11,35.6,18,18,Waterfall,Blizzard,,5/13/2020 20:05,5/13/2020 20:05,4/26/2020,,,0,0,3,0,71.26%,1178,95.86%,4400,4,Milotic,,0,,,,,,,,
Castform,Sunny,351,?,1094,124,6,14,15,77.8,25,25,,,,2020-50-01 12:50,2020-50-01 12:50,4/27/2020,,,0,0,4,0,99.41%,25,99.25%,165000,178,Castform,Sunny,0,92.16%,322,93.54%,194000,220,Castform,Sunny,0
Castform,Sunny,351,?,1093,118,15,13,9,82.2,24,24,Tackle,Solar Beam,,2020-57-26 07:57,2020-57-26 07:57,2/19/2020,1.16kg,0.35m,0,0,0,3500,61.07%,1595,94.65%,121000,118,Castform,Sunny,0,97.46%,105,96.02%,201000,226,Castform,Sunny,0
Shuppet,,353,?,243,51,14,13,2,64.4,9,9,Feint Attack,Ominous Wind,,2020-31-28 19:31,2020-31-28 19:31,3/1/2020,2.22kg,0.62m,0,0,0,1000,57.51%,1741,94.66%,61000,112,Banette,,0,75.97%,985,91.10%,262000,338,Banette,,0
Duskull,,355,?,340,57,0,5,7,26.7,22,22,,,,2020-56-19 20:56,2020-56-19 20:56,5/19/2020,,,0,0,1,0,62.08%,1554,95.44%,16500,140,Dusknoir,,0,12.70%,3576,83.37%,214000,363,Dusknoir,,0
Duskull,,355,?,466,62,4,1,0,11.1,30,30,,,,2020-37-18 13:37,2020-37-18 13:37,5/18/2020,,,0,0,4,0,1.25%,4045,81.74%,150000,207,Dusclops,,0,1.37%,4040,79.95%,150000,307,Dusknoir,,0
Duskull,,355,?,498,65,4,14,5,51.1,30,30,,,,2020-58-17 12:58,2020-58-17 12:58,5/17/2020,,,0,0,4,0,35.46%,2644,89.93%,150000,207,Dusclops,,0,43.20%,2327,87.35%,150000,307,Dusknoir,,0
Duskull,,355,?,554,63,14,13,2,64.4,30,30,,,,2020-33-15 20:33,2020-33-15 20:33,5/15/2020,,,0,0,4,0,71.18%,1181,94.60%,150000,207,Dusclops,,0,59.22%,1671,89.13%,150000,307,Dusknoir,,0
Absol,,359,?,1066,92,15,11,15,91.1,15,15,,,,2020-58-17 12:58,2020-58-17 12:58,5/17/2020,,,0,0,1,0,67.23%,1343,95.62%,26400,24,Absol,,0,98.44%,65,98.11%,246400,268,Absol,,0
Snorunt,,361,?,60,31,13,3,11,60,3,3,Hex,Shadow Ball,,2020-58-28 19:58,2020-58-28 19:58,1/1/2020,21.82kg,0.8m,0,0,0,400,5.49%,3871,92.23%,83200,186,Glalie,,0,66.94%,1355,89.89%,269200,400,Glalie,,0
Spheal,,363,?,494,109,9,7,11,60,20,20,,,,2020-38-18 13:38,2020-38-18 13:38,5/18/2020,,,0,0,2,0,21.59%,3212,93.57%,0,125,Walrein,,0,,,,,,,,
Spheal,,363,?,142,60,8,6,15,64.4,6,6,Water Gun,Aurora Beam,,2020-59-28 19:59,2020-59-28 19:59,12/28/2019,24.24kg,0.59m,0,0,1,600,64.57%,1452,95.32%,194400,221,Sealeo,,0,78.88%,866,96.37%,228400,365,Walrein,,0
Sealeo,,364,?,716,112,14,12,11,82.2,15,15,,,,2020-35-19 09:35,2020-35-19 09:35,5/19/2020,,,0,0,4,0,47.94%,2133,94.90%,18900,118,Walrein,,0,60.46%,1620,95.45%,166400,260,Walrein,,0
Clamperl,,366,?,517,62,12,12,10,75.6,15,15,,,,2020-39-17 15:39,2020-39-17 15:39,5/17/2020,,,0,0,0,0,30.77%,2836,93.58%,29400,77,Gorebyss,,0,91.75%,339,94.09%,246400,318,Gorebyss,,0
Bagon,,371,?,480,73,13,12,14,86.7,15,15,,,,2020-56-17 12:56,2020-56-17 12:56,5/17/2020,,,0,0,1,0,27.99%,2950,93.64%,60400,79,Shelgon,,0,50.72%,2019,95.83%,41900,164,Salamence,,0
Bagon,,371,?,457,71,7,4,5,35.6,16,16,,,,2020-49-01 12:49,2020-49-01 12:49,4/28/2020,,,0,0,0,0,30.38%,2852,93.77%,78100,95,Shelgon,,0,23.61%,3129,94.75%,48600,169,Salamence,,0
Shelgon,,372,?,1135,105,12,14,14,88.9,20,20,Ember,Dragon Pulse,,2020-35-28 19:35,2020-35-28 19:35,2/20/2020,77.13kg,0.92m,0,0,5,2500,40.15%,2452,94.25%,39000,34,Shelgon,,0,69.62%,1245,96.56%,20500,119,Salamence,,0
Beldum,,374,,206,49,13,5,12,66.7,8,8,Take Down,,,2020-57-17 12:57,2020-57-17 12:57,5/17/2020,,,0,1,1,0,40.20%,2450,94.19%,67800,89,Metang,,2,8.82%,3735,93.74%,70926,217,Metagross,,1
Beldum,,374,,540,77,14,14,10,84.4,20,20,,,,4/14/2020 21:04,4/14/2020 21:04,5/14/2020,,,0,0,1,0,52.80%,1934,94.84%,103000,117,Metang,,0,80.29%,808,96.97%,20500,144,Metagross,,0
Beldum,,374,,12,11,14,11,5,66.7,1,1,Take Down,Struggle,,2020-57-31 06:57,2020-57-31 06:57,3/29/2020,98.97kg,0.58m,0,0,4,200,10.99%,3646,92.52%,161000,187,Metang,,0,6.52%,3829,93.54%,65500,200,Metagross,,0
Beldum,,374,,503,76,11,4,8,51.1,20,20,Take Down,Struggle,,2020-54-28 21:54,2020-54-28 21:54,3/28/2020,,,0,0,1,0,18.66%,3332,93.05%,145000,165,Metang,,0,10.53%,3665,93.89%,24000,147,Metagross,,0
Beldum,,374,,449,75,7,6,14,60,18,18,Take Down,Struggle,,2020-46-28 19:46,2020-46-28 19:46,1/16/2020,145.33kg,0.71m,0,0,4,2200,,,,,,,,,62.34%,1543,96.18%,33400,155,Metagross,,0
Grotle,,388,?,1071,116,14,15,14,95.6,20,20,Bite,Energy Ball,,2020-47-28 14:47,2020-47-28 14:47,4/23/2020,108.17kg,1.06m,0,0,1,2500,60.71%,1610,95.68%,56000,50,Grotle,,0,67.50%,1332,96.79%,75000,166,Torterra,,0
Grotle,,388,?,949,109,15,10,12,82.2,18,18,Bite,Body Slam,,2020-47-28 14:47,2020-47-28 14:47,1/24/2020,,,0,0,2,0,33.72%,2715,94.28%,0,100,Torterra,,0,23.88%,3118,95.07%,89400,178,Torterra,,0
Grotle,,388,?,1094,115,6,15,4,55.6,22,22,Razor Leaf,Body Slam,,2020-47-28 14:47,2020-47-28 14:47,3/16/2020,76.52kg,1.01m,0,0,4,3000,71.67%,1161,96.30%,64000,56,Grotle,,0,69.79%,1238,96.88%,105000,196,Torterra,,0
Chimchar,,390,?,507,80,10,13,8,68.9,20,20,,,,2020-40-07 14:40,2020-40-07 14:40,4/20/2020,,,0,0,2,0,91.48%,350,96.52%,225000,273,Monferno,,0,75.53%,1003,96.02%,187000,319,Infernape,,0
Monferno,,391,?,871,105,13,11,14,84.4,20,20,Ember,Flamethrower,,2020-48-28 14:48,2020-48-28 14:48,4/10/2020,24.47kg,0.91m,0,0,2,2500,81.05%,777,96.29%,0,100,Infernape,,0,,,,,,,,
Monferno,,391,?,829,103,12,12,15,86.7,19,19,Ember,Flame Wheel,,2020-48-28 14:48,2020-48-28 14:48,1/25/2020,17.76kg,0.81m,0,0,2,2500,93.09%,284,97.30%,5000,104,Infernape,,0,,,,,,,,
Piplup,,393,?,603,93,15,11,15,91.1,20,20,,,,2020-56-19 20:56,2020-56-19 20:56,5/19/2020,,,0,0,1,0,58.58%,1697,94.89%,103000,117,Prinplup,,0,23.98%,3114,94.97%,80000,195,Empoleon,,0
Piplup,,393,?,596,91,13,14,12,86.7,20,20,,,,2020-59-10 21:59,2020-59-10 21:59,5/10/2020,,,0,0,1,0,59.17%,1673,94.92%,109000,123,Prinplup,,0,42.93%,2338,95.73%,85000,199,Empoleon,,0
Prinplup,,394,?,922,102,11,11,10,71.1,20,20,Bubble,Bubble Beam,,2020-48-28 14:48,2020-48-28 14:48,4/5/2020,,,0,0,0,0,57.46%,1743,94.83%,137000,130,Prinplup,,0,43.35%,2321,95.74%,103000,192,Empoleon,,0
Starly,,396,?,521,86,13,14,5,71.1,27,27,,,,2020-50-01 12:50,2020-50-01 12:50,4/28/2020,,,0,0,0,0,90.77%,379,91.66%,178000,231,Staravia,,0,46.64%,2186,95.96%,76000,197,Staraptor,,0
Staravia,,397,?,652,93,5,13,14,71.1,19,19,Wing Attack,Aerial Ace,,2020-49-28 14:49,2020-49-28 14:49,1/27/2020,19.01kg,0.64m,0,0,2,2500,99.32%,29,98.79%,2500,102,Staraptor,,0,96.73%,135,98.59%,142000,234,Staraptor,,0
Bidoof,,399,?,458,100,15,15,4,75.6,23,23,,,,2020-43-24 13:43,2020-43-24 13:43,4/23/2020,,,0,0,0,0,30.57%,2844,94.15%,53000,96,Bibarel,,0,94.55%,224,94.37%,208000,282,Bibarel,,0
Bibarel,,400,?,1352,138,5,15,8,62.2,28,28,Water Gun,Hyper Beam,,2020-49-28 14:49,2020-49-28 14:49,4/25/2020,,,0,0,1,0,88.79%,460,97.38%,41000,36,Bibarel,,0,79.22%,852,90.81%,169000,198,Bibarel,,0
Shinx,,403,?,356,72,13,11,12,80,15,15,,,,2020-56-17 12:56,2020-56-17 12:56,5/17/2020,,,0,0,1,0,65.35%,1420,95.38%,14200,139,Luxray,,0,50.23%,2039,95.94%,118400,231,Luxray,,0
Shinx,,403,?,370,71,15,15,11,91.1,15,15,,,,2020-30-09 04:30,2020-30-09 04:30,5/8/2020,8.03kg,0.38m,0,0,1,1900,99.63%,16,97.76%,246400,293,Luxio,,0,56.04%,1801,96.14%,106400,219,Luxray,,0
Shinx,,403,?,459,83,10,10,11,68.9,20,20,,,,2020-50-07 17:50,2020-50-07 17:50,5/7/2020,,,0,0,1,0,84.81%,623,90.64%,225000,273,Luxio,,0,44.00%,2294,95.72%,109000,223,Luxray,,0
