Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Marked for PvP use
469,Machop,,66,♂,251,69,0,10,13,51.1,8.0,8.0,,,,"2020-09-02 22:40","2020-08-23 23:27",8/23/2020,,,0,1,4,0,99.27%,31,98.96%,25500,47,Machoke,,2,96.31%,152,98.30%,47100,157,Machamp,,2,
470,Hitmonlee,,106,♂,527,53,1,14,5,44.4,8.0,8.0,,,,"2020-09-02 22:40","2020-09-02 22:40",8/23/2020,63.53kg,1.59m,0,1,0,961,47.52%,2150,94.88%,59532,80,Hitmonlee,,1,87.47%,514,97.45%,248000,215,Hitmonlee,,2,
471,Psyduck,,54,♀,235,55,12,10,12,75.6,8.0,8.0,,,,"2020-09-02 22:40","2020-08-23 23:28",8/23/2020,19.3kg,0.76m,0,1,4,961,46.94%,2174,94.97%,59532,130,Golduck,,1,45.49%,2233,95.65%,225300,258,Golduck,,2,
472,Treecko,,252,♂,892,99,15,9,15,86.7,31.0,31.0,,,,"2020-09-02 22:40","2020-08-24 14:07",8/24/2020,4.62kg,0.47m,0,0,1,6000,33.46%,2726,93.78%,38000,65,Grovyle,,0,45.03%,2252,95.89%,45000,173,Sceptile,,0,
473,Shelmet,,616,♀,453,89,13,10,12,77.8,20.0,20.0,,,,"2020-09-02 22:40","2020-08-24 14:07",8/24/2020,7.92kg,0.4m,0,0,1,2500,40.98%,2418,94.53%,11000,210,Accelgor,,0,61.03%,1597,95.98%,325000,448,Accelgor,,0,
474,Magikarp,,129,,127,62,3,1,8,26.7,25.0,25.0,,,,"2020-09-02 22:40","2020-08-24 14:07",8/24/2020,11.38kg,0.84m,0,0,1,4000,12.19%,3597,58.08%,444000,220,Magikarp,,0,77.88%,907,96.43%,29500,426,Gyarados,,0,
475,Phanpy,,231,♀,835,154,6,8,15,64.4,27.0,27.0,,,,"2020-09-02 22:40","2020-08-24 14:07",8/24/2020,22.42kg,0.42m,0,0,1,4500,66.18%,1386,86.89%,428000,206,Phanpy,,0,89.47%,432,97.81%,44000,88,Donphan,,0,
476,Gloom,,44,,553,78,4,5,9,40.0,13.0,13.0,,,,"2020-09-02 22:40","2020-08-26 00:49",8/26/2020,3.53kg,0.67m,0,1,1,1921,66.25%,1383,95.99%,151500,174,Gloom,,2,70.99%,1189,96.57%,256800,303,Vileplume,,2,
477,Growlithe,,58,♀,436,77,8,13,15,80.0,13.0,13.0,,,,"2020-09-02 22:39","2020-08-26 22:34",8/26/2020,18.74kg,0.77m,0,1,0,1921,51.84%,1973,95.09%,19444,77,Arcanine,,1,35.12%,2658,95.46%,33600,78,Arcanine,,2,
478,Shinx,,403,♀,473,82,11,14,10,77.8,20.0,20.0,,,,"2020-09-02 22:39","2020-08-27 11:13",8/27/2020,10.85kg,0.53m,0,0,0,2500,76.07%,981,95.18%,313000,273,Luxio,,0,77.73%,913,97.00%,103000,217,Luxray,,0,
479,Scraggy,,559,♀,566,76,13,12,11,80.0,15.0,15.0,,,,"2020-09-02 22:39","2020-08-27 11:43",8/27/2020,9.67kg,0.55m,0,0,0,1900,96.90%,128,97.56%,496400,268,Scraggy,,0,94.31%,234,97.73%,481400,318,Scrafty,,0,
480,Lillipup,,506,♀,422,77,8,10,8,57.8,18.0,18.0,,,,"2020-09-02 22:39","2020-08-27 11:46",8/27/2020,2.98kg,0.35m,0,0,2,2200,52.82%,1933,94.80%,6900,131,Stoutland,,0,50.70%,2020,95.96%,154400,273,Stoutland,,0,
481,Paras,,46,♂,811,87,9,9,7,55.6,32.0,32.0,,,,"2020-09-02 22:39","2020-08-27 22:02",8/27/2020,7.16kg,0.36m,0,0,1,6000,64.64%,1449,85.38%,378000,162,Paras,,0,64.18%,1468,89.13%,378000,212,Parasect,,0,
482,Mudkip,,258,♂,220,56,6,1,13,44.4,8.0,8.0,,,,"2020-09-02 22:39","2020-08-28 10:28",8/27/2020,13.43kg,0.51m,0,1,1,961,50.96%,2009,95.09%,85800,111,Marshtomp,,2,53.94%,1887,96.26%,67800,179,Swampert,,2,
483,Lillipup,,506,♂,639,97,1,11,7,42.2,29.0,29.0,,,,"2020-09-02 22:39","2020-08-28 10:28",8/28/2020,5kg,0.43m,0,0,1,5000,94.82%,213,98.00%,298000,215,Herdier,,0,94.31%,234,98.09%,122000,261,Stoutland,,0,
484,Scyther,,123,♀,1527,111,14,13,14,91.1,20.0,20.0,Air Slash,X-Scissor,,"2020-09-02 22:39","2020-08-30 22:31",8/28/2020,50.82kg,1.36m,0,0,1,2500,,,,,,,,,64.71%,1446,96.19%,70000,112,Scizor,,0,
485,Charizard,Normal,6,♀,2007,131,14,10,11,77.8,25.0,25.0,Air Slash,Overheat,,"2020-09-02 22:39","2020-08-30 22:33",8/29/2020,67.14kg,1.48m,0,0,1,4000,,,,,,,,,30.92%,2830,95.18%,66000,58,Charizard,Normal,0,
486,Taillow,,276,♀,565,94,6,11,12,64.4,29.0,29.0,,,,"2020-09-02 22:39","2020-08-30 22:33",8/29/2020,2.67kg,0.31m,0,0,2,5000,75.73%,995,96.17%,0,50,Swellow,,0,,,,,,,,,G
487,Beldum,,374,,667,84,9,3,0,26.7,28.0,28.0,,,,"2020-09-02 22:39","2020-08-30 22:33",8/30/2020,104.81kg,0.63m,0,0,1,4500,17.63%,3374,93.16%,140000,181,Metang,,0,12.45%,3586,82.43%,419000,223,Metang,,0,
488,Deino,,633,♂,596,93,14,13,15,93.3,20.0,20.0,,,,"2020-09-02 22:39","2020-09-01 05:16",8/31/2020,10.83kg,0.63m,0,0,0,2500,27.52%,2969,93.77%,60500,79,Zweilous,,0,32.87%,2750,95.05%,24000,147,Hydreigon,,0,
489,Charizard,Normal,6,♀,1603,118,13,10,12,77.8,20.0,20.0,Air Slash,Fire Blast,,"2020-09-02 22:39","2020-09-01 05:16",8/31/2020,132.54kg,2.07m,0,0,0,2500,,,,,,,,,37.44%,2563,95.42%,97000,86,Charizard,Normal,0,
490,Swablu,,333,♀,567,97,4,6,8,40.0,29.0,29.0,,,,"2020-09-02 22:39","2020-09-01 05:16",8/31/2020,0.68kg,0.38m,0,0,2,5000,55.46%,1825,94.80%,0,400,Altaria,,0,27.03%,2989,85.82%,410000,590,Altaria,,0,
491,Aerodactyl,,142,,2250,145,13,12,12,82.2,29.0,29.0,Steel Wing,Iron Head,,"2020-09-02 22:39","2020-09-01 10:52",9/1/2020,71.34kg,2.01m,0,0,0,5000,,,,,,,,,35.58%,2639,95.42%,58000,56,Aerodactyl,,0,
492,Roselia,,315,♀,1334,102,11,11,13,77.8,26.0,26.0,,,,"2020-09-02 22:39","2020-09-01 13:51",9/1/2020,3.5kg,0.4m,0,0,0,4000,45.62%,2228,94.87%,26000,24,Roselia,,0,64.27%,1464,96.73%,41000,136,Roserade,,0,
493,Omanyte,,138,♀,676,65,15,6,11,71.1,16.0,16.0,,,,"2020-09-02 22:39","2020-09-01 22:02",9/1/2020,14.41kg,0.52m,0,0,1,1900,3.47%,3954,91.91%,12600,62,Omastar,,0,,,,,,,,,G
494,Rhyhorn,,111,♂,986,124,8,9,4,46.7,23.0,23.0,,,,"2020-09-02 22:38","2020-09-01 22:52",9/1/2020,116.7kg,0.99m,0,0,2,3500,,,,,,,,,13.36%,3549,93.75%,10500,134,Rhyperior,,0,U
495,Bellsprout,,69,♀,631,96,7,13,13,73.3,23.0,23.0,,,,"2020-09-02 22:38","2020-09-01 22:52",9/1/2020,4.44kg,0.72m,0,0,1,3500,92.50%,308,97.34%,188000,227,Weepinbell,,0,90.57%,387,97.79%,346000,357,Victreebel,,0,
496,Barboach,,339,♀,576,100,9,8,5,48.9,28.0,28.0,,,,"2020-09-02 22:38","2020-09-01 23:20",9/1/2020,1.72kg,0.39m,0,0,1,4500,53.38%,1910,82.11%,419000,198,Barboach,,0,52.72%,1937,88.64%,419000,248,Whiscash,,0,
497,Roselia,,315,,1456,103,15,12,10,82.2,28.0,28.0,Razor Leaf,Dazzling Gleam,,"2020-09-02 22:38","2020-09-02 07:02",9/2/2020,2.15kg,0.31m,0,0,0,4500,13.26%,3553,93.11%,4500,4,Roselia,,0,31.72%,2797,95.55%,19000,116,Roserade,,0,
498,Torchic,,255,♀,802,95,8,8,5,46.7,29.0,29.0,,,,"2020-09-02 22:38","2020-09-02 07:02",9/2/2020,2.43kg,0.4m,0,0,1,5000,47.40%,2155,94.71%,160000,215,Combusken,,0,35.38%,2647,95.32%,88000,217,Blaziken,,0,
499,Omanyte,,138,♂,825,71,15,15,11,91.1,19.0,19.0,,,,"2020-09-02 22:38","2020-09-02 07:02",9/2/2020,8.9kg,0.46m,0,0,2,2500,69.62%,1245,95.91%,0,50,Omastar,,0,,,,,,,,,G
500,Rhyhorn,,111,♂,1289,144,4,8,4,35.6,32.0,32.0,,,,"2020-09-02 22:38","2020-09-02 07:02",9/2/2020,149.27kg,1.17m,0,0,1,6000,62.03%,1556,95.51%,170000,162,Rhyhorn,,0,26.42%,3014,83.70%,378000,162,Rhyhorn,,0,
501,Cranidos,,408,♂,1230,117,4,12,5,46.7,26.0,26.0,,,,"2020-09-02 22:38","2020-09-02 07:02",9/2/2020,35.16kg,0.93m,0,0,2,4000,,,,,,,,,54.58%,1861,95.48%,17000,66,Rampardos,,0,U
502,Omanyte,,138,,1087,79,10,1,2,28.9,28.0,28.0,,,,"2020-09-02 22:38","2020-09-02 22:35",9/2/2020,6.98kg,0.36m,0,0,1,4500,,,,,,,,,7.20%,3801,93.75%,140000,206,Omastar,,0,U
503,Omanyte,,138,♂,1223,82,15,7,2,53.3,30.0,30.0,,,,"2020-09-02 22:38","2020-09-02 22:35",9/2/2020,8.14kg,0.38m,0,0,1,5000,,,,,,,,,1.86%,4020,93.05%,78000,134,Omastar,,0,U
504,Roselia,,315,♂,943,82,10,11,5,57.8,19.0,19.0,,,,"2020-09-02 22:38","2020-09-02 22:35",9/2/2020,1.92kg,0.29m,0,0,1,2500,27.74%,2960,94.00%,80000,70,Roselia,,0,52.43%,1949,96.29%,108000,196,Roserade,,0,
505,Rhyhorn,,111,,1196,139,13,4,11,62.2,27.0,27.0,,,,"2020-09-02 22:38","2020-09-02 22:35",9/2/2020,106.03kg,0.96m,0,0,2,4500,,,,,,,,,13.87%,3528,94.04%,13500,37,Rhydon,,0,U
506,Throh,,538,♂,1406,163,11,10,13,75.6,20.0,20.0,Low Kick,Focus Blast,,"2020-09-02 22:38","2020-09-02 22:35",9/2/2020,60.51kg,1.43m,0,0,3,2500,39.58%,2475,94.69%,5000,4,Throh,,0,,,,,,,,,G
507,Rhyhorn,,111,♀,1163,138,7,8,10,55.6,27.0,27.0,,,,"2020-09-02 22:38","2020-09-02 22:35",9/2/2020,130.81kg,1.07m,0,0,2,4500,,,,,,,,,40.61%,2433,95.37%,18000,41,Rhydon,,0,U
508,Larvitar,,246,,794,110,7,5,14,57.8,30.0,30.0,,,,"2020-09-02 22:37","2020-09-02 22:36",9/2/2020,31.2kg,0.51m,0,0,1,5000,64.64%,1449,95.94%,55000,81,Pupitar,,0,62.56%,1534,88.29%,400000,207,Pupitar,,0,
509,Snorlax,,143,♂,1489,187,13,11,15,86.7,16.5,16.5,Lick,Skull Bash,,"2020-09-01 05:39","2020-08-08 14:52",8/8/2020,,,0,0,5,0,65.84%,1400,95.48%,0,0,Snorlax,,0,,,,,,,,,G
510,Escavalier,,589,♂,2486,137,12,14,13,86.7,31.5,31.5,Counter,Drill Run,,"2020-09-01 05:39","2020-07-03 22:41",6/21/2020,,,0,0,5,0,,,,,,,,,67.13%,1347,96.71%,0,0,Escavalier,,0,U
511,Swalot,,317,♂,1490,174,4,2,15,46.7,29.5,29.5,Rock Smash,Ice Beam,,"2020-08-29 23:24","2020-05-17 12:57",5/17/2020,86.01kg,1.68m,0,0,5,0,73.58%,1083,96.28%,0,0,Swalot,,0,,,,,,,,,G
512,Roselia,,315,♀,1494,108,7,9,10,57.8,30.5,30.5,Razor Leaf,Sludge Bomb,,"2020-08-29 23:15","2020-08-08 17:45",8/8/2020,,,0,0,5,0,77.61%,918,96.48%,0,0,Roselia,,0,,,,,,,,,G
513,Beheeyem,,606,♂,1496,117,3,8,14,55.6,20.5,20.5,Astonish,Rock Slide,,"2020-08-29 23:11","2020-08-08 20:43",8/8/2020,,,0,0,5,0,95.29%,194,97.92%,0,0,Beheeyem,,0,,,,,,,,,G
514,Kakuna,,14,♀,320,97,12,9,8,64.4,29.0,29.0,,,,"2020-08-29 23:08","2020-06-20 21:30",6/20/2020,,,0,0,0,0,39.07%,2496,94.64%,10000,58,Beedrill,Normal,0,76.73%,954,90.50%,410000,240,Beedrill,Normal,0,
515,Parasect,,47,♂,1464,114,12,7,1,44.4,30.0,30.0,Struggle Bug,Solar Beam,,"2020-08-22 00:34","2020-06-04 21:42",6/4/2020,,,0,0,5,0,19.63%,3292,93.45%,16000,14,Parasect,,0,39.27%,2488,86.21%,400000,182,Parasect,,0,
516,Sneasel,,215,♂,1482,105,6,13,5,53.3,27.5,27.5,Feint Attack,Ice Punch,,"2020-08-21 09:09","2020-07-12 21:44",7/12/2020,,,0,0,5,0,52.60%,1942,95.02%,0,0,Sneasel,,0,,,,,,,,,G
517,Ursaring,,217,♂,1476,124,11,7,10,62.2,18.5,18.5,Metal Claw,Play Rough,,"2020-08-21 09:08","2020-05-13 13:06",5/13/2020,,,0,0,5,0,26.28%,3020,93.62%,0,0,Ursaring,,0,,,,,,,,,G
518,Stoutland,,508,♂,1469,120,14,14,11,86.7,18.5,18.5,Lick,Crunch,,"2020-08-21 09:08","2020-04-27 22:52",1/23/2020,,,0,0,5,0,27.42%,2973,93.61%,0,0,Stoutland,,0,,,,,,,,,G
519,Houndour,,228,♂,628,81,15,5,12,71.1,19.0,19.0,,,,"2020-08-20 16:19","2020-08-20 16:19",8/20/2020,,,0,0,2,0,17.44%,3382,93.33%,7500,56,Houndoom,Normal,0,,,,,,,,,G
520,Exeggcute,,102,♀,563,94,9,13,11,73.3,18.0,18.0,,,,"2020-08-20 16:19","2020-08-20 16:19",8/20/2020,,,0,0,2,0,83.64%,671,96.39%,0,50,Exeggutor,Normal,0,,,,,,,,,G
521,Roggenrola,,524,♀,916,110,12,5,8,55.6,29.0,29.0,,,,"2020-08-20 16:19","2020-08-20 16:19",8/20/2020,,,0,0,1,0,61.00%,1598,85.97%,410000,190,Roggenrola,,0,60.20%,1631,88.66%,410000,240,Boldore,,0,
522,Diglett,Normal,50,♀,531,60,6,4,13,51.1,34.0,34.0,,,,"2020-08-20 16:19","2020-08-20 16:19",8/20/2020,,,0,0,1,0,70.23%,1220,96.05%,190000,184,Dugtrio,Normal,0,60.88%,1603,87.29%,352000,184,Dugtrio,Normal,0,
523,Rhyhorn,,111,♂,1011,131,7,10,15,71.1,23.0,23.0,,,,"2020-08-20 06:00","2020-08-20 06:00",8/20/2020,,,0,0,5,0,,,,,,,,,94.90%,210,97.75%,10500,134,Rhyperior,,0,U
524,Koffing,,109,♀,232,47,2,7,6,33.3,8.0,8.0,,,,"2020-08-20 06:00","2020-08-20 06:00",8/20/2020,,,0,1,2,0,84.52%,635,96.49%,3000,48,Weezing,Normal,2,,,,,,,,,G
525,Roggenrola,,524,♀,551,87,8,15,13,80.0,17.0,17.0,,,,"2020-08-20 06:00","2020-08-20 06:00",8/20/2020,,,0,0,1,0,95.43%,188,97.80%,60800,104,Boldore,,0,96.65%,138,98.27%,69800,312,Gigalith,,0,
526,Tepig,,498,♂,503,92,9,13,0,48.9,18.0,18.0,,,,"2020-08-20 06:00","2020-08-20 06:00",8/19/2020,,,0,0,2,0,58.61%,1696,95.57%,2200,127,Emboar,,0,,,,,,,,,G
527,Roggenrola,,524,♂,908,112,13,0,10,51.1,29.0,29.0,,,,"2020-08-20 06:00","2020-08-20 06:00",8/19/2020,,,0,0,1,0,47.77%,2140,84.14%,410000,190,Roggenrola,,0,42.52%,2355,86.70%,410000,240,Boldore,,0,
528,Charmander,,4,♂,827,98,12,8,13,73.3,33.0,33.0,,,,"2020-08-20 06:00","2020-08-20 06:00",8/19/2020,,,0,0,1,0,43.76%,2304,94.78%,52000,87,Charmeleon,,0,88.01%,492,92.04%,366000,175,Charmeleon,,0,
529,Tepig,,498,♂,434,90,8,5,7,44.4,16.0,16.0,,,,"2020-08-20 06:00","2020-08-20 06:00",8/19/2020,,,0,0,1,0,56.68%,1775,95.48%,12600,137,Emboar,,0,44.30%,2282,95.61%,133600,247,Emboar,,0,
530,Tepig,,498,♂,848,127,8,6,8,48.9,32.0,32.0,,,,"2020-08-20 06:00","2020-08-20 06:00",8/19/2020,,,0,0,2,0,,,,,,,,,43.20%,2327,95.58%,12000,137,Emboar,,0,U
531,Roggenrola,,524,♀,515,82,13,7,9,64.4,16.0,16.0,,,,"2020-08-20 05:59","2020-08-20 05:59",8/19/2020,,,0,0,1,0,6.06%,3848,92.08%,1900,252,Gigalith,,0,,,,,,,,,G
532,Snivy,,495,♂,572,90,15,8,7,66.7,25.0,25.0,,,,"2020-08-20 05:59","2020-08-20 05:59",8/18/2020,,,0,0,1,0,51.50%,1987,93.55%,345000,245,Servine,,0,82.32%,725,95.82%,444000,345,Serperior,,0,
533,Cottonee,,546,♂,380,83,7,5,13,55.6,22.0,22.0,,,,"2020-08-20 05:59","2020-08-20 05:59",8/18/2020,,,0,0,0,0,62.03%,1556,95.17%,45000,90,Whimsicott,,0,65.81%,1401,89.89%,464000,288,Whimsicott,,0,
534,Roggenrola,,524,♀,750,104,2,9,11,48.9,25.0,25.0,,,,"2020-08-20 05:59","2020-08-20 05:59",8/18/2020,,,0,0,1,0,93.72%,258,97.55%,29500,76,Boldore,,0,81.64%,753,97.06%,34000,280,Gigalith,,0,
535,Tepig,,498,♂,939,130,14,14,12,88.9,32.0,32.0,,,,"2020-08-20 05:59","2020-08-20 05:59",8/18/2020,,,0,0,1,0,99.27%,31,96.92%,378000,162,Tepig,,0,99.27%,31,97.59%,378000,187,Pignite,,0,
536,Pelipper,,279,♂,1496,118,2,7,15,53.3,27.0,27.0,Water Gun,Weather Ball,,"2020-08-18 06:40","2020-07-08 11:16",7/8/2020,,,0,0,5,0,98.88%,47,98.42%,0,0,Pelipper,,0,,,,,,,,,G
537,Jigglypuff,,39,♂,484,188,3,5,7,33.3,30.0,30.0,,,,"2020-08-18 06:36","2020-08-18 06:36",8/14/2020,,,0,0,1,0,59.12%,1675,95.29%,22000,70,Wigglytuff,,0,18.80%,3326,81.86%,400000,232,Wigglytuff,,0,
538,Togetic,,176,♂,380,59,15,14,12,91.1,8.0,8.0,,,,"2020-08-18 06:33","2020-08-18 06:33",1/7/2020,,,0,0,4,0,33.06%,2742,93.86%,135600,128,Togetic,,0,73.46%,1088,96.50%,81600,180,Togekiss,,0,
539,Lillipup,,506,♀,716,101,4,11,8,51.1,33.0,33.0,,,,"2020-08-18 06:30","2020-08-18 06:30",8/18/2020,,,0,0,1,0,83.13%,692,96.88%,204000,175,Herdier,,0,70.26%,1219,96.71%,52000,187,Stoutland,,0,
540,Magby,,240,♀,726,83,13,11,12,80.0,20.0,20.0,,,,"2020-08-18 05:50","2020-08-18 05:50",8/18/2020,,,0,0,1,0,60.76%,1608,95.06%,14000,38,Magmar,,0,69.11%,1266,95.48%,350000,273,Magmar,,0,
541,Magikarp,,129,♀,144,66,4,12,14,66.7,25.0,25.0,,,,"2020-08-18 05:48","2020-08-18 05:48",7/25/2020,,,0,2,2,0,55.51%,1823,71.88%,399600,210,Magikarp,,2,89.57%,428,97.13%,14400,374,Gyarados,,2,
542,Roggenrola,,524,♀,941,113,14,11,15,88.9,28.0,28.0,,,,"2020-08-18 05:12","2020-08-18 05:12",8/18/2020,,,0,0,1,0,,,,,,,,,98.85%,48,96.95%,419000,248,Boldore,,0,U
543,Geodude,Alola,74,♀,534,67,15,10,10,77.8,15.0,15.0,,,,"2020-08-18 04:49","2020-08-18 04:49",8/18/2020,,,0,0,0,0,42.88%,2340,94.56%,81900,99,Graveler,Alola,0,14.58%,3499,94.48%,101400,215,Golem,Alola,0,
544,Oshawott,,501,♂,785,107,12,3,1,35.6,30.0,30.0,,,,"2020-08-18 04:49","2020-08-18 04:49",8/18/2020,,,0,0,1,0,4.27%,3921,91.87%,86000,119,Dewott,,0,4.32%,3919,93.70%,94000,229,Samurott,,0,
545,Ekans,,23,♀,758,89,14,9,12,77.8,30.0,30.0,,,,"2020-08-18 04:49","2020-08-18 04:49",8/17/2020,,,0,0,1,0,93.68%,260,92.10%,400000,182,Ekans,,0,,,,,,,,,G
546,Karrablast,,588,♂,868,103,5,5,5,33.3,30.0,30.0,,,,"2020-08-18 04:48","2020-08-18 04:48",8/17/2020,,,0,0,1,0,20.42%,3260,78.95%,400000,182,Karrablast,,0,53.58%,1902,96.21%,86000,294,Escavalier,,0,
547,Drilbur,,529,♀,542,85,8,10,10,62.2,15.0,15.0,,,,"2020-08-18 04:48","2020-08-18 04:48",8/16/2020,,,0,0,2,0,83.37%,682,96.68%,7600,58,Excadrill,,0,,,,,,,,,G
548,Roggenrola,,524,♀,780,104,2,5,5,26.7,27.0,27.0,,,,"2020-08-18 04:48","2020-08-18 04:48",8/16/2020,,,0,0,1,0,,,,,,,,,83.91%,660,97.18%,28000,274,Gigalith,,0,U
549,Cacnea,,331,♀,790,97,5,9,9,51.1,25.0,25.0,,,,"2020-08-18 04:47","2020-08-18 04:47",8/16/2020,,,0,0,1,0,56.68%,1775,84.35%,444000,220,Cacnea,,0,,,,,,,,,G
550,Tepig,,498,♂,848,124,13,15,13,91.1,28.0,28.0,,,,"2020-08-18 04:47","2020-08-18 04:47",8/16/2020,,,0,0,2,0,99.41%,25,97.14%,419000,198,Tepig,,0,67.89%,1316,96.49%,14000,137,Emboar,,0,
551,Drilbur,,529,♂,1144,128,9,4,15,62.2,34.0,34.0,,,,"2020-08-18 04:47","2020-08-18 04:47",8/16/2020,,,0,0,1,0,58.51%,1700,88.99%,352000,134,Drilbur,,0,58.51%,1700,85.84%,352000,134,Drilbur,,0,
552,Drilbur,,529,♂,432,74,12,7,6,55.6,12.0,12.0,,,,"2020-08-16 10:41","2020-08-16 10:41",8/16/2020,,,0,0,1,0,44.10%,2290,94.64%,16600,70,Excadrill,,0,37.44%,2563,95.11%,90900,136,Excadrill,,0,
553,Exeggutor,Alola,103,♂,2610,171,11,13,15,86.7,32.0,32.0,Dragon Tail,Dragon Pulse,,"2020-08-16 06:59","2020-08-07 20:42",8/7/2020,,,0,0,1,0,,,,,,,,,,,,,,,,,
554,Skarmory,,227,♂,1537,123,7,12,15,75.6,27.0,27.0,Steel Wing,Flash Cannon,,"2020-08-16 06:51","2020-05-10 22:00",5/10/2020,53.56kg,1.81m,0,0,1,4500,,,,,,,,,90.23%,401,93.91%,428000,206,Skarmory,,0,
555,Lillipup,,506,♀,438,76,13,10,7,66.7,18.0,18.0,,,,"2020-08-16 06:14","2020-08-16 06:14",8/16/2020,,,0,0,1,0,16.63%,3415,92.97%,4400,129,Stoutland,,0,,,,,,,,,G
556,Karrablast,,588,♀,804,102,7,9,14,66.7,26.0,26.0,,,,"2020-08-16 06:10","2020-08-16 06:10",8/16/2020,,,0,0,1,0,,,,,,,,,82.47%,719,97.39%,77000,272,Escavalier,,0,U
557,Escavalier,,589,♂,1462,105,8,13,12,73.3,18.5,18.5,Counter,Megahorn,,"2020-08-16 06:09","2020-07-03 22:36",6/30/2020,,,0,0,5,0,31.21%,2818,93.73%,0,0,Escavalier,,0,,,,,,,,,G
558,Sewaddle,,540,♀,871,105,15,12,11,84.4,34.0,34.0,,,,"2020-08-16 05:57","2020-08-16 05:57",8/16/2020,,,0,0,1,0,97.09%,120,97.79%,322000,159,Swadloon,,0,37.39%,2565,95.53%,82000,229,Leavanny,,0,
559,Escavalier,,589,♂,1462,107,6,13,15,75.6,18.5,18.5,Counter,Acid Spray,,"2020-08-16 05:54","2020-07-03 22:51",6/13/2020,,,0,0,5,0,52.43%,1949,94.69%,0,0,Escavalier,,0,,,,,,,,,G
560,Diglett,Alola,50,♂,436,48,9,10,4,51.1,26.0,26.0,,,,"2020-08-16 05:26","2020-08-16 05:26",8/16/2020,,,0,0,1,0,49.84%,2055,94.94%,41000,86,Dugtrio,Alola,0,45.76%,2222,86.06%,436000,264,Dugtrio,Alola,0,
561,Tepig,,498,♂,887,126,10,7,5,48.9,34.0,34.0,,,,"2020-08-16 05:11","2020-08-16 05:11",8/16/2020,,,0,0,1,0,,,,,,,,,50.50%,2028,86.99%,352000,159,Pignite,,0,U
562,Turtwig,,387,♂,952,114,4,14,7,55.6,33.0,33.0,,,,"2020-08-15 21:31","2020-08-15 21:31",8/15/2020,,,0,0,2,0,,,,,,,,,90.77%,379,97.98%,14000,141,Torterra,,0,U
563,Panpour,,515,♂,543,94,5,0,7,26.7,24.0,24.0,,,,"2020-08-15 21:31","2020-08-15 21:31",8/15/2020,,,0,0,1,0,37.78%,2549,94.27%,7000,56,Simipour,,0,6.69%,3822,87.37%,451000,276,Simipour,,0,
564,Drilbur,,529,♀,626,91,13,7,11,68.9,17.0,17.0,,,,"2020-08-15 21:31","2020-08-15 21:31",8/15/2020,,,0,0,1,0,77.22%,934,92.25%,488800,260,Drilbur,,0,31.40%,2810,94.85%,69800,112,Excadrill,,0,
565,Oshawott,,501,♂,539,94,10,4,13,60.0,20.0,20.0,,,,"2020-08-15 21:30","2020-08-15 21:30",8/15/2020,,,0,0,1,0,32.82%,2752,93.97%,137000,155,Dewott,,0,43.03%,2334,95.73%,145000,265,Samurott,,0,
566,Tepig,,498,♂,900,130,13,5,11,64.4,33.0,33.0,,,,"2020-08-15 21:30","2020-08-15 21:30",8/15/2020,,,0,0,1,0,,,,,,,,,68.13%,1306,89.30%,366000,175,Pignite,,0,U
567,Karrablast,,588,♀,543,85,4,1,10,33.3,19.0,19.0,,,,"2020-08-15 21:30","2020-08-15 21:30",8/15/2020,,,0,0,1,0,83.32%,684,96.28%,5000,204,Escavalier,,0,,,,,,,,,G
568,Karrablast,,588,♀,930,107,10,8,10,62.2,30.0,30.0,,,,"2020-08-15 21:30","2020-08-15 21:30",8/15/2020,,,0,0,1,0,,,,,,,,,30.60%,2843,95.35%,41000,240,Escavalier,,0,U
569,Drilbur,,529,♂,1136,125,7,7,11,55.6,34.0,34.0,,,,"2020-08-15 21:30","2020-08-15 21:30",8/15/2020,,,0,0,1,0,,,,,,,,,58.12%,1716,85.79%,352000,134,Drilbur,,0,U
570,Dwebble,,557,♀,665,87,11,14,10,77.8,20.0,20.0,,,,"2020-08-15 21:30","2020-08-15 21:30",8/15/2020,,,0,0,1,0,30.57%,2844,94.17%,5000,54,Crustle,,0,,,,,,,,,G
571,Cacnea,,331,♂,752,90,8,14,5,60.0,23.0,23.0,,,,"2020-08-15 21:29","2020-08-15 12:03",8/15/2020,,,0,0,2,0,53.48%,1906,94.90%,7000,56,Cacturne,,0,76.87%,948,94.37%,458000,282,Cacturne,,0,
572,Ponyta,Normal,77,♀,966,90,15,15,14,97.8,20.0,20.0,,,,"2020-08-15 21:28","2020-08-15 21:28",8/14/2020,,,0,0,2,0,33.43%,2727,93.82%,5000,54,Rapidash,Normal,0,,,,,,,,,G
