r,c href,c src,l,l href,c,c 2,c 3,c 4,c 5,c 6,
238,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f6/GO238.png/48px-GO238.png,Smoochum,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon),128,153,91,1782144,1291,1460,
239,https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/87/GO239.png/48px-GO239.png,Elekid,https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon),128,135,101,1745280,1206,1364,
240,https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/be/GO240.png/48px-GO240.png,Magby,https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon),128,151,99,1913472,1323,1496,
241,https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a7/GO241.png/48px-GO241.png,Miltank,https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon),216,157,193,6545016,2354,2662,
242,https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0e/GO242.png/48px-GO242.png,Blissey,https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon),496,129,169,10813296,2757,3117,
243,https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/5f/GO243.png/48px-GO243.png,Raikou,https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon),207,241,195,9727965,3452,3902,
244,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0d/GO244.png/48px-GO244.png,Entei,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon),251,235,171,10086435,3473,3926,
245,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e1/GO245.png/48px-GO245.png,Suicune,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon),225,180,235,9517500,2983,3372,
246,https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d9/GO246.png/48px-GO246.png,Larvitar,https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon),137,115,93,1465215,1040,1176,
247,https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e8/GO247.png/48px-GO247.png,Pupitar,https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon),172,155,133,3545780,1766,1996,
248,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/5d/GO248.png/48px-GO248.png,Tyranitar,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon),225,251,207,11690325,3834,4335,
249,https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/06/GO249.png/48px-GO249.png,Lugia,https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon),235,193,310,14060050,3703,4186,
250,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d4/GO250.png/48px-GO250.png,Ho-Oh,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon),214,239,244,12479624,3863,4367,
251,https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a0/GO251.png/48px-GO251.png,Celebi,https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon),225,210,210,9922500,3265,3691,
252,https://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/17/GO252.png/48px-GO252.png,Treecko,https://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon),120,124,94,1398720,1053,1190,
253,https://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/04/GO253.png/48px-GO253.png,Grovyle,https://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon),137,172,120,2827680,1673,1891,
254,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d2/GO254.png/48px-GO254.png,Sceptile,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon),172,223,169,6482164,2757,3117,
255,https://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a1/GO255.png/48px-GO255.png,Torchic,https://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon),128,130,87,1447680,1093,1236,
256,https://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/6b/GO256.png/48px-GO256.png,Combusken,https://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon),155,163,115,2905475,1652,1868,
257,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e1/GO257.png/48px-GO257.png,Blaziken,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon),190,240,141,6429600,2848,3219,
258,https://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/52/GO258.png/48px-GO258.png,Mudkip,https://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pok%C3%A9mon),137,126,93,1605366,1128,1275,
259,https://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/05/GO259.png/48px-GO259.png,Marshtomp,https://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon),172,156,133,3568656,1776,2008,
260,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/94/GO260.png/48px-GO260.png,Swampert,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon),225,208,175,8190000,2974,3362,
261,https://bulbapedia.bulbagarden.net/wiki/Poochyena_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/4a/GO261.png/48px-GO261.png,Poochyena,https://bulbapedia.bulbagarden.net/wiki/Poochyena_(Pok%C3%A9mon),111,96,61,650016,678,766,
262,https://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0d/GO262.png/48px-GO262.png,Mightyena,https://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pok%C3%A9mon),172,171,132,3882384,1926,2177,
263,https://bulbapedia.bulbagarden.net/wiki/Zigzagoon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/2d/GO263.png/48px-GO263.png,Zigzagoon,https://bulbapedia.bulbagarden.net/wiki/Zigzagoon_(Pok%C3%A9mon),116,58,80,538240,508,575,
263G,https://bulbapedia.bulbagarden.net/wiki/Zigzagoon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/77/GO263G.png/48px-GO263G.png,Zigzagoon,https://bulbapedia.bulbagarden.net/wiki/Zigzagoon_(Pok%C3%A9mon),116,58,80,538240,508,575,
264,https://bulbapedia.bulbagarden.net/wiki/Linoone_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/59/GO264.png/48px-GO264.png,Linoone,https://bulbapedia.bulbagarden.net/wiki/Linoone_(Pok%C3%A9mon),186,142,128,3380736,1662,1879,
264G,https://bulbapedia.bulbagarden.net/wiki/Linoone_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/bb/GO264G.png/48px-GO264G.png,Linoone,https://bulbapedia.bulbagarden.net/wiki/Linoone_(Pok%C3%A9mon),186,142,128,3380736,1662,1879,
265,https://bulbapedia.bulbagarden.net/wiki/Wurmple_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/74/GO265.png/48px-GO265.png,Wurmple,https://bulbapedia.bulbagarden.net/wiki/Wurmple_(Pok%C3%A9mon),128,75,59,566400,578,653,
266,https://bulbapedia.bulbagarden.net/wiki/Silcoon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/4d/GO266.png/48px-GO266.png,Silcoon,https://bulbapedia.bulbagarden.net/wiki/Silcoon_(Pok%C3%A9mon),137,60,77,632940,553,626,
267,https://bulbapedia.bulbagarden.net/wiki/Beautifly_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/91/GO267.png/48px-GO267.png,Beautifly,https://bulbapedia.bulbagarden.net/wiki/Beautifly_(Pok%C3%A9mon),155,189,98,2870910,1765,1996,
268,https://bulbapedia.bulbagarden.net/wiki/Cascoon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c3/GO268.png/48px-GO268.png,Cascoon,https://bulbapedia.bulbagarden.net/wiki/Cascoon_(Pok%C3%A9mon),137,60,77,632940,553,626,
269,https://bulbapedia.bulbagarden.net/wiki/Dustox_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/5e/GO269.png/48px-GO269.png,Dustox,https://bulbapedia.bulbagarden.net/wiki/Dustox_(Pok%C3%A9mon),155,98,162,2460780,1224,1384,
270,https://bulbapedia.bulbagarden.net/wiki/Lotad_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e5/GO270.png/48px-GO270.png,Lotad,https://bulbapedia.bulbagarden.net/wiki/Lotad_(Pok%C3%A9mon),120,71,77,656040,598,676,
271,https://bulbapedia.bulbagarden.net/wiki/Lombre_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/52/GO271.png/48px-GO271.png,Lombre,https://bulbapedia.bulbagarden.net/wiki/Lombre_(Pok%C3%A9mon),155,112,119,2065840,1197,1353,
272,https://bulbapedia.bulbagarden.net/wiki/Ludicolo_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/08/GO272.png/48px-GO272.png,Ludicolo,https://bulbapedia.bulbagarden.net/wiki/Ludicolo_(Pok%C3%A9mon),190,173,176,5785120,2323,2626,
273,https://bulbapedia.bulbagarden.net/wiki/Seedot_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0d/GO273.png/48px-GO273.png,Seedot,https://bulbapedia.bulbagarden.net/wiki/Seedot_(Pok%C3%A9mon),120,71,77,656040,598,676,
274,https://bulbapedia.bulbagarden.net/wiki/Nuzleaf_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/93/GO274.png/48px-GO274.png,Nuzleaf,https://bulbapedia.bulbagarden.net/wiki/Nuzleaf_(Pok%C3%A9mon),172,134,78,1797744,1227,1387,
275,https://bulbapedia.bulbagarden.net/wiki/Shiftry_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/37/GO275.png/48px-GO275.png,Shiftry,https://bulbapedia.bulbagarden.net/wiki/Shiftry_(Pok%C3%A9mon),207,200,121,5009400,2333,2637,
276,https://bulbapedia.bulbagarden.net/wiki/Taillow_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f2/GO276.png/48px-GO276.png,Taillow,https://bulbapedia.bulbagarden.net/wiki/Taillow_(Pok%C3%A9mon),120,106,61,775920,765,865,
277,https://bulbapedia.bulbagarden.net/wiki/Swellow_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e5/GO277.png/48px-GO277.png,Swellow,https://bulbapedia.bulbagarden.net/wiki/Swellow_(Pok%C3%A9mon),155,185,124,3555700,1920,2170,
278,https://bulbapedia.bulbagarden.net/wiki/Wingull_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/cc/GO278.png/48px-GO278.png,Wingull,https://bulbapedia.bulbagarden.net/wiki/Wingull_(Pok%C3%A9mon),120,106,61,775920,765,865,
279,https://bulbapedia.bulbagarden.net/wiki/Pelipper_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/ee/GO279.png/48px-GO279.png,Pelipper,https://bulbapedia.bulbagarden.net/wiki/Pelipper_(Pok%C3%A9mon),155,175,174,4719750,2127,2404,
280,https://bulbapedia.bulbagarden.net/wiki/Ralts_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/3d/GO280.png/48px-GO280.png,Ralts,https://bulbapedia.bulbagarden.net/wiki/Ralts_(Pok%C3%A9mon),99,79,59,461439,539,609,
281,https://bulbapedia.bulbagarden.net/wiki/Kirlia_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/2f/GO281.png/48px-GO281.png,Kirlia,https://bulbapedia.bulbagarden.net/wiki/Kirlia_(Pok%C3%A9mon),116,117,90,1221480,966,1093,
282,https://bulbapedia.bulbagarden.net/wiki/Gardevoir_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/6d/GO282.png/48px-GO282.png,Gardevoir,https://bulbapedia.bulbagarden.net/wiki/Gardevoir_(Pok%C3%A9mon),169,237,195,7810335,3093,3497,
283,https://bulbapedia.bulbagarden.net/wiki/Surskit_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c3/GO283.png/48px-GO283.png,Surskit,https://bulbapedia.bulbagarden.net/wiki/Surskit_(Pok%C3%A9mon),120,93,87,970920,791,894,
284,https://bulbapedia.bulbagarden.net/wiki/Masquerain_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/9c/GO284.png/48px-GO284.png,Masquerain,https://bulbapedia.bulbagarden.net/wiki/Masquerain_(Pok%C3%A9mon),172,192,150,4953600,2270,2567,
285,https://bulbapedia.bulbagarden.net/wiki/Shroomish_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/02/GO285.png/48px-GO285.png,Shroomish,https://bulbapedia.bulbagarden.net/wiki/Shroomish_(Pok%C3%A9mon),155,74,110,1261700,810,916,
286,https://bulbapedia.bulbagarden.net/wiki/Breloom_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/ea/GO286.png/48px-GO286.png,Breloom,https://bulbapedia.bulbagarden.net/wiki/Breloom_(Pok%C3%A9mon),155,241,144,5379120,2628,2971,
287,https://bulbapedia.bulbagarden.net/wiki/Slakoth_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e9/GO287.png/48px-GO287.png,Slakoth,https://bulbapedia.bulbagarden.net/wiki/Slakoth_(Pok%C3%A9mon),155,104,92,1483040,1002,1133,
288,https://bulbapedia.bulbagarden.net/wiki/Vigoroth_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/25/GO288.png/48px-GO288.png,Vigoroth,https://bulbapedia.bulbagarden.net/wiki/Vigoroth_(Pok%C3%A9mon),190,159,145,4380450,1968,2225,
289,https://bulbapedia.bulbagarden.net/wiki/Slaking_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/99/GO289.png/48px-GO289.png,Slaking,https://bulbapedia.bulbagarden.net/wiki/Slaking_(Pok%C3%A9mon),284,290,166,13671760,4431,5010,
290,https://bulbapedia.bulbagarden.net/wiki/Nincada_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/79/GO290.png/48px-GO290.png,Nincada,https://bulbapedia.bulbagarden.net/wiki/Nincada_(Pok%C3%A9mon),104,80,126,1048320,768,868,
291,https://bulbapedia.bulbagarden.net/wiki/Ninjask_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/eb/GO291.png/48px-GO291.png,Ninjask,https://bulbapedia.bulbagarden.net/wiki/Ninjask_(Pok%C3%A9mon),156,199,112,3476928,1969,2226,
292,https://bulbapedia.bulbagarden.net/wiki/Shedinja_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/50/GO292.png/48px-GO292.png,Shedinja,https://bulbapedia.bulbagarden.net/wiki/Shedinja_(Pok%C3%A9mon),1,153,73,11169,393,445,
293,https://bulbapedia.bulbagarden.net/wiki/Whismur_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/78/GO293.png/48px-GO293.png,Whismur,https://bulbapedia.bulbagarden.net/wiki/Whismur_(Pok%C3%A9mon),162,92,42,625968,671,758,
294,https://bulbapedia.bulbagarden.net/wiki/Loudred_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e6/GO294.png/48px-GO294.png,Loudred,https://bulbapedia.bulbagarden.net/wiki/Loudred_(Pok%C3%A9mon),197,134,81,2138238,1327,1500,
295,https://bulbapedia.bulbagarden.net/wiki/Exploud_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/27/GO295.png/48px-GO295.png,Exploud,https://bulbapedia.bulbagarden.net/wiki/Exploud_(Pok%C3%A9mon),232,179,137,5689336,2347,2654,
296,https://bulbapedia.bulbagarden.net/wiki/Makuhita_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a3/GO296.png/48px-GO296.png,Makuhita,https://bulbapedia.bulbagarden.net/wiki/Makuhita_(Pok%C3%A9mon),176,99,54,940896,817,924,
297,https://bulbapedia.bulbagarden.net/wiki/Hariyama_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/10/GO297.png/48px-GO297.png,Hariyama,https://bulbapedia.bulbagarden.net/wiki/Hariyama_(Pok%C3%A9mon),302,209,114,7195452,2829,3198,
298,https://bulbapedia.bulbagarden.net/wiki/Azurill_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e4/GO298.png/48px-GO298.png,Azurill,https://bulbapedia.bulbagarden.net/wiki/Azurill_(Pok%C3%A9mon),137,36,71,350172,364,411,
299,https://bulbapedia.bulbagarden.net/wiki/Nosepass_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a6/GO299.png/48px-GO299.png,Nosepass,https://bulbapedia.bulbagarden.net/wiki/Nosepass_(Pok%C3%A9mon),102,82,215,1798260,993,1123,
300,https://bulbapedia.bulbagarden.net/wiki/Skitty_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f9/GO300.png/48px-GO300.png,Skitty,https://bulbapedia.bulbagarden.net/wiki/Skitty_(Pok%C3%A9mon),137,84,79,909132,739,835,
301,https://bulbapedia.bulbagarden.net/wiki/Delcatty_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c0/GO301.png/48px-GO301.png,Delcatty,https://bulbapedia.bulbagarden.net/wiki/Delcatty_(Pok%C3%A9mon),172,132,127,2883408,1496,1691,
302,https://bulbapedia.bulbagarden.net/wiki/Sableye_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/3f/GO302.png/48px-GO302.png,Sableye,https://bulbapedia.bulbagarden.net/wiki/Sableye_(Pok%C3%A9mon),137,141,136,2627112,1476,1668,
303,https://bulbapedia.bulbagarden.net/wiki/Mawile_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c8/GO303.png/48px-GO303.png,Mawile,https://bulbapedia.bulbagarden.net/wiki/Mawile_(Pok%C3%A9mon),137,155,141,2994135,1634,1848,
304,https://bulbapedia.bulbagarden.net/wiki/Aron_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f5/GO304.png/48px-GO304.png,Aron,https://bulbapedia.bulbagarden.net/wiki/Aron_(Pok%C3%A9mon),137,121,141,2337357,1307,1478,
305,https://bulbapedia.bulbagarden.net/wiki/Lairon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/01/GO305.png/48px-GO305.png,Lairon,https://bulbapedia.bulbagarden.net/wiki/Lairon_(Pok%C3%A9mon),155,158,198,4849020,2056,2324,
306,https://bulbapedia.bulbagarden.net/wiki/Aggron_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/77/GO306.png/48px-GO306.png,Aggron,https://bulbapedia.bulbagarden.net/wiki/Aggron_(Pok%C3%A9mon),172,198,257,8752392,3000,3391,
307,https://bulbapedia.bulbagarden.net/wiki/Meditite_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/8e/GO307.png/48px-GO307.png,Meditite,https://bulbapedia.bulbagarden.net/wiki/Meditite_(Pok%C3%A9mon),102,78,107,851292,693,784,
308,https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b1/GO308.png/48px-GO308.png,Medicham,https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon),155,121,152,2850760,1431,1618,
309,https://bulbapedia.bulbagarden.net/wiki/Electrike_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/bc/GO309.png/48px-GO309.png,Electrike,https://bulbapedia.bulbagarden.net/wiki/Electrike_(Pok%C3%A9mon),120,123,78,1151280,965,1091,
310,https://bulbapedia.bulbagarden.net/wiki/Manectric_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e1/GO310.png/48px-GO310.png,Manectric,https://bulbapedia.bulbagarden.net/wiki/Manectric_(Pok%C3%A9mon),172,215,127,4696460,2340,2646,
310M,https://bulbapedia.bulbagarden.net/wiki/Manectric_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/6/6f/GO310M.png/48px-GO310M.png,Manectric,https://bulbapedia.bulbagarden.net/wiki/Manectric_(Pok%C3%A9mon),172,286,179,8805368,3580,4048,
311,https://bulbapedia.bulbagarden.net/wiki/Plusle_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/7e/GO311.png/48px-GO311.png,Plusle,https://bulbapedia.bulbagarden.net/wiki/Plusle_(Pok%C3%A9mon),155,167,129,3339165,1778,2010,
312,https://bulbapedia.bulbagarden.net/wiki/Minun_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e2/GO312.png/48px-GO312.png,Minun,https://bulbapedia.bulbagarden.net/wiki/Minun_(Pok%C3%A9mon),155,147,150,3417750,1694,1915,
313,https://bulbapedia.bulbagarden.net/wiki/Volbeat_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a7/GO313.png/48px-GO313.png,Volbeat,https://bulbapedia.bulbagarden.net/wiki/Volbeat_(Pok%C3%A9mon),163,143,166,3869294,1771,2002,
314,https://bulbapedia.bulbagarden.net/wiki/Illumise_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/ef/GO314.png/48px-GO314.png,Illumise,https://bulbapedia.bulbagarden.net/wiki/Illumise_(Pok%C3%A9mon),163,143,166,3869294,1771,2002,
315,https://bulbapedia.bulbagarden.net/wiki/Roselia_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/71/GO315.png/48px-GO315.png,Roselia,https://bulbapedia.bulbagarden.net/wiki/Roselia_(Pok%C3%A9mon),137,186,131,3338142,1870,2114,
316,https://bulbapedia.bulbagarden.net/wiki/Gulpin_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/9b/GO316.png/48px-GO316.png,Gulpin,https://bulbapedia.bulbagarden.net/wiki/Gulpin_(Pok%C3%A9mon),172,80,99,1362240,866,979,
317,https://bulbapedia.bulbagarden.net/wiki/Swalot_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0b/GO317.png/48px-GO317.png,Swalot,https://bulbapedia.bulbagarden.net/wiki/Swalot_(Pok%C3%A9mon),225,140,159,5008500,1978,2236,
318,https://bulbapedia.bulbagarden.net/wiki/Carvanha_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/01/GO318.png/48px-GO318.png,Carvanha,https://bulbapedia.bulbagarden.net/wiki/Carvanha_(Pok%C3%A9mon),128,171,39,853632,1020,1154,
319,https://bulbapedia.bulbagarden.net/wiki/Sharpedo_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/74/GO319.png/48px-GO319.png,Sharpedo,https://bulbapedia.bulbagarden.net/wiki/Sharpedo_(Pok%C3%A9mon),172,243,83,3469068,2181,2466,
